c random 100 vertices, 990 edges, seed = 1
g 100 990
e 41 43 7876
e 9 74 240
e 23 98 9595
e 18 99 3542
e 42 96 8998
e 48 86 3143
e 22 88 2201
e 10 84 790
e 47 48 7242
e 16 84 4757
e 71 89 6695
e 17 41 9410
e 61 99 3360
e 17 95 2547
e 5 71 1132
e 14 48 7353
e 68 93 6
e 42 78 6826
e 67 88 9099
e 29 30 612
e 57 88 2735
e 50 88 3537
e 55 87 4573
e 54 92 5973
e 69 81 4042
e 15 38 6762
e 10 87 2314
e 60 68 7948
e 2 64 9161
e 10 62 6860
e 4 62 343
e 40 45 703
e 49 65 8812
e 31 90 5426
e 11 69 4132
e 25 91 4913
e 53 74 3220
e 32 70 8846
e 25 60 8874
e 14 26 1574
e 21 75 4736
e 55 90 5981
e 13 61 2378
e 16 60 7490
e 24 76 933
e 35 57 4324
e 19 88 6771
e 70 91 6032
e 7 78 6695
e 53 87 4283
e 50 66 3729
e 34 71 4499
e 23 34 3487
e 32 38 7845
e 55 59 3916
e 42 100 5444
e 86 88 911
e 64 88 3603
e 12 46 3741
e 85 99 4639
e 22 37 2718
e 77 94 7430
e 8 46 8491
e 55 85 428
e 72 73 1117
e 93 95 3841
e 17 28 45
e 43 96 2600
e 2 7 3746
e 64 90 826
e 3 54 3619
e 6 62 9418
e 51 90 3095
e 12 70 5133
e 13 90 2790
e 46 87 1535
e 61 86 7873
e 9 70 918
e 12 29 9367
e 28 81 6573
e 47 53 2848
e 4 34 6773
e 67 100 7986
e 26 54 2235
e 15 32 9370
e 52 68 6539
e 32 95 8273
e 50 56 4316
e 58 69 72
e 33 91 1990
e 42 97 7781
e 29 52 891
e 7 48 7079
e 55 72 7584
e 19 92 7042
e 61 77 1749
e 56 70 7162
e 92 93 6849
e 6 37 9218
e 49 58 3395
e 14 40 309
e 46 48 4090
e 34 47 1393
e 23 94 7367
e 47 94 7110
e 21 50 1223
e 32 74 3404
e 5 64 1931
e 8 71 8728
e 67 70 9404
e 24 29 3609
e 10 18 1177
e 5 63 3051
e 2 68 1420
e 6 53 3314
e 5 60 9914
e 68 76 9469
e 6 60 2110
e 12 39 3784
e 20 61 9628
e 41 63 2214
e 51 99 3144
e 29 84 8569
e 48 55 46
e 56 91 8876
e 54 71 8139
e 15 99 5609
e 11 53 4295
e 69 76 3509
e 44 95 970
e 80 98 4685
e 10 89 5545
e 35 39 9620
e 24 61 4554
e 23 50 3491
e 1 48 1578
e 30 59 5260
e 3 79 2508
e 63 89 2606
e 22 33 226
e 39 53 8555
e 53 65 9603
e 13 81 1981
e 30 97 931
e 36 42 1883
e 22 95 626
e 49 68 807
e 25 50 6556
e 13 66 1451
e 66 98 9092
e 3 78 9683
e 56 67 8484
e 32 84 2003
e 6 73 7244
e 43 45 5731
e 20 69 9915
e 12 61 8732
e 17 51 342
e 1 8 3615
e 17 55 9398
e 27 73 8473
e 39 92 8336
e 35 59 7151
e 62 71 5423
e 37 58 5002
e 23 38 3380
e 15 25 7286
e 29 62 1693
e 45 68 3008
e 15 71 3782
e 51 61 2842
e 30 66 637
e 27 65 5964
e 22 72 2929
e 71 75 8087
e 3 8 3667
e 12 77 9537
e 26 90 3834
e 4 57 3578
e 45 54 8760
e 29 61 8334
e 38 89 3871
e 20 94 3543
e 39 74 4327
e 39 55 669
e 23 32 2730
e 77 91 1304
e 74 92 1156
e 20 36 6761
e 59 62 3106
e 14 56 6170
e 82 99 9030
e 11 66 2462
e 31 34 6747
e 45 89 2103
e 8 96 7207
e 55 82 8816
e 59 79 7689
e 46 93 3475
e 7 22 4063
e 52 66 8009
e 49 72 5523
e 8 42 4654
e 46 68 3367
e 8 78 6537
e 20 80 9096
e 31 100 7796
e 22 27 3993
e 52 73 9726
e 35 62 789
e 57 59 4051
e 48 90 7771
e 11 82 1246
e 43 48 2447
e 24 26 598
e 29 68 3066
e 53 63 6383
e 47 65 9559
e 1 16 6797
e 35 44 1730
e 59 72 8995
e 20 29 266
e 33 93 2655
e 37 67 4030
e 43 90 7466
e 9 23 4573
e 41 100 6596
e 31 75 3383
e 14 21 8536
e 80 100 249
e 49 79 9378
e 29 43 7401
e 1 66 370
e 6 68 1306
e 1 40 1270
e 29 92 8569
e 52 70 1479
e 16 73 5487
e 7 34 3055
e 22 66 4911
e 41 47 1426
e 40 93 3102
e 23 86 8723
e 44 62 6243
e 27 96 4718
e 7 30 4948
e 24 34 4902
e 29 66 2234
e 24 95 7156
e 1 59 8195
e 10 28 915
e 39 77 4824
e 17 60 9134
e 25 71 5963
e 48 82 1893
e 25 80 4526
e 27 56 4861
e 43 75 360
e 22 80 599
e 30 34 3786
e 18 88 5217
e 6 33 9579
e 83 100 5346
e 71 93 8819
e 60 67 6671
e 8 93 9676
e 27 88 6038
e 2 36 28
e 76 87 1477
e 44 71 2085
e 85 91 871
e 37 100 7946
e 26 73 2924
e 23 52 3588
e 14 96 4942
e 23 80 5104
e 35 94 2884
e 14 94 8011
e 23 83 5204
e 18 71 216
e 15 64 387
e 58 84 602
e 78 93 1530
e 21 24 1521
e 45 69 5490
e 73 82 5715
e 66 100 2941
e 28 45 5031
e 13 92 3714
e 28 79 9092
e 38 41 5444
e 25 83 7556
e 51 93 1727
e 20 41 4592
e 12 59 1109
e 42 45 73
e 67 81 2299
e 5 96 2023
e 21 82 2164
e 17 77 3835
e 8 31 3198
e 27 82 4556
e 51 66 6375
e 35 80 79
e 1 24 6656
e 88 98 2715
e 85 92 9644
e 78 80 2229
e 45 93 8847
e 75 85 7057
e 34 53 3898
e 17 25 5046
e 11 93 6686
e 37 43 5773
e 80 94 1635
e 75 100 5681
e 33 66 5486
e 28 98 7407
e 20 86 6845
e 23 60 4726
e 69 84 643
e 68 77 5385
e 7 73 2617
e 41 58 6703
e 29 40 6452
e 11 13 9688
e 7 91 9464
e 7 99 9455
e 16 56 5336
e 27 59 8701
e 27 40 6286
e 12 79 2641
e 6 89 9397
e 26 61 2728
e 14 99 9403
e 9 62 7192
e 71 98 7110
e 5 7 8352
e 33 89 1381
e 53 59 4019
e 33 71 6399
e 67 76 8545
e 64 74 6127
e 40 96 7038
e 27 35 9363
e 6 70 1010
e 3 83 6300
e 94 95 2577
e 26 38 5268
e 37 77 5966
e 8 43 3167
e 25 28 9077
e 29 63 738
e 24 41 7695
e 61 96 4187
e 29 54 4502
e 15 92 9080
e 17 45 3998
e 34 77 4738
e 5 45 8456
e 6 71 8441
e 34 73 2156
e 17 89 6257
e 12 91 4743
e 30 74 6738
e 71 95 1811
e 54 63 5962
e 46 50 5628
e 14 24 865
e 28 49 540
e 9 10 9724
e 19 38 8023
e 35 56 1340
e 41 50 4852
e 13 53 7279
e 26 50 6169
e 81 84 1867
e 69 99 961
e 58 95 6342
e 38 55 4439
e 23 49 4741
e 28 72 9783
e 61 70 8061
e 55 84 1849
e 5 39 3546
e 17 73 641
e 36 90 1688
e 63 77 1741
e 50 62 8895
e 21 52 7156
e 32 72 4695
e 39 91 6598
e 59 66 2658
e 34 38 4155
e 78 82 1611
e 12 60 9379
e 33 54 6309
e 48 60 1233
e 3 61 9558
e 73 88 5841
e 2 90 9246
e 26 47 1440
e 15 35 9711
e 27 52 8056
e 20 52 4527
e 27 29 7141
e 1 69 5359
e 33 47 2905
e 18 21 2690
e 2 87 2062
e 34 66 1168
e 9 18 8307
e 19 79 3386
e 30 79 9891
e 21 79 8542
e 7 66 1739
e 33 46 5314
e 51 55 1362
e 24 66 4725
e 1 80 7267
e 9 48 7954
e 12 43 824
e 12 54 4571
e 31 46 2196
e 12 71 6316
e 5 81 3883
e 9 32 2839
e 60 78 6558
e 29 37 7664
e 8 91 8587
e 77 92 5402
e 41 95 6463
e 26 27 3448
e 29 88 4216
e 79 81 2291
e 52 58 8161
e 25 45 3125
e 13 91 272
e 31 62 3867
e 13 41 195
e 15 72 1790
e 18 25 8739
e 53 94 706
e 24 82 3041
e 56 58 8478
e 66 86 4025
e 1 78 8218
e 10 25 175
e 63 85 1889
e 31 81 9427
e 2 33 326
e 60 87 6107
e 3 22 4186
e 64 99 4517
e 53 62 9113
e 25 67 8320
e 70 90 1194
e 41 64 3255
e 16 74 171
e 11 36 7867
e 41 81 5374
e 4 72 5044
e 79 82 5902
e 30 37 4252
e 73 99 654
e 53 100 290
e 38 46 4838
e 11 95 3395
e 18 81 757
e 28 84 8127
e 15 78 6498
e 23 55 5877
e 58 67 1707
e 51 85 5080
e 13 99 638
e 7 20 5981
e 3 21 3705
e 18 45 8140
e 21 59 6711
e 16 50 7974
e 8 51 7046
e 4 70 493
e 81 86 3810
e 33 72 8327
e 31 98 2120
e 53 99 4297
e 25 51 4304
e 29 36 9654
e 8 70 3661
e 35 55 2371
e 15 47 2699
e 33 98 9953
e 56 74 7038
e 34 96 7778
e 18 63 6694
e 34 45 444
e 22 99 9215
e 9 30 2494
e 3 29 2452
e 5 99 2213
e 44 99 6951
e 50 54 704
e 5 49 6573
e 45 73 4469
e 12 94 9105
e 54 77 8990
e 51 69 912
e 70 92 8375
e 3 53 2918
e 25 62 6997
e 55 78 6891
e 26 45 812
e 36 48 5734
e 3 88 2110
e 77 79 9868
e 17 70 9707
e 4 9 7197
e 47 79 459
e 13 23 9674
e 35 92 1397
e 27 66 8128
e 4 8 5042
e 14 35 6260
e 57 63 2915
e 11 14 368
e 40 75 2926
e 20 70 6430
e 9 86 8746
e 27 31 4962
e 18 28 9536
e 45 100 3461
e 13 73 2889
e 13 75 9499
e 16 77 8635
e 34 81 1378
e 55 71 8589
e 14 43 5359
e 14 92 9167
e 60 89 341
e 16 31 6542
e 33 81 8772
e 18 67 5545
e 2 16 7120
e 57 84 8814
e 1 5 7045
e 1 51 1254
e 21 44 2937
e 9 78 7849
e 35 46 4827
e 69 91 3317
e 3 19 4533
e 64 86 5327
e 61 62 5516
e 21 26 6282
e 7 28 4109
e 82 95 971
e 14 32 2411
e 4 59 311
e 47 75 4342
e 16 18 3399
e 27 36 2697
e 13 34 2157
e 48 50 8398
e 54 89 3101
e 66 74 5753
e 31 63 3725
e 31 44 1888
e 43 83 1283
e 25 98 9432
e 5 55 7787
e 13 31 566
e 7 13 1204
e 8 33 3237
e 7 84 480
e 51 62 5291
e 3 99 9440
e 24 50 7484
e 5 88 2631
e 29 97 548
e 58 73 6898
e 7 97 4635
e 50 72 2444
e 53 88 6208
e 45 61 8124
e 15 73 8533
e 38 83 1543
e 19 87 9913
e 62 77 8777
e 12 24 8282
e 26 66 2764
e 48 77 4332
e 21 35 4761
e 33 37 3519
e 6 28 1225
e 29 64 8822
e 34 39 7603
e 90 97 6854
e 32 68 8926
e 51 97 7908
e 23 87 5783
e 34 69 848
e 21 93 6666
e 30 44 6498
e 82 84 53
e 23 92 544
e 28 93 1890
e 39 64 2392
e 4 98 702
e 29 59 7691
e 1 30 6681
e 39 60 7492
e 86 98 4959
e 38 47 7168
e 7 29 8134
e 2 35 2882
e 19 97 8246
e 11 62 8717
e 2 93 6007
e 26 30 5492
e 23 90 905
e 20 76 1690
e 45 90 155
e 61 98 5831
e 73 91 1189
e 15 22 953
e 36 92 6736
e 41 70 5932
e 37 96 3709
e 38 84 997
e 19 26 7272
e 28 80 7602
e 3 58 3051
e 18 60 5671
e 32 96 9140
e 74 80 223
e 34 37 9105
e 31 51 6239
e 8 66 2286
e 36 77 8772
e 58 80 3607
e 19 52 2044
