c random 100 vertices, 2475 edges, seed = 2
g 100 2475
e 21 41 9711
e 62 78 6459
e 78 92 5270
e 15 57 1761
e 48 99 6133
e 13 70 9150
e 25 70 7865
e 10 27 6657
e 21 58 6427
e 35 99 2921
e 54 58 9491
e 60 93 1252
e 89 90 6531
e 16 33 2214
e 27 34 6752
e 66 90 1323
e 26 35 5421
e 2 9 3824
e 2 30 4132
e 7 53 9038
e 82 86 4584
e 23 50 9062
e 46 65 4909
e 7 83 7426
e 64 79 2042
e 52 72 6132
e 17 28 3646
e 47 63 5890
e 17 68 3949
e 22 58 6066
e 39 57 2963
e 14 49 187
e 22 74 4248
e 69 83 5969
e 37 90 861
e 41 55 4709
e 43 53 9078
e 24 74 9494
e 42 99 473
e 32 36 7403
e 49 89 4700
e 3 17 5163
e 41 83 8365
e 30 94 965
e 25 79 5684
e 7 33 4597
e 4 97 4519
e 14 25 6091
e 33 42 1906
e 43 72 3417
e 63 65 8618
e 50 71 9583
e 12 100 7127
e 7 99 6728
e 8 87 1924
e 6 81 1524
e 16 91 5124
e 19 25 5223
e 65 71 1274
e 78 98 5205
e 34 59 3132
e 5 64 6992
e 26 93 8641
e 5 28 1098
e 23 88 2720
e 85 99 2873
e 12 58 5928
e 24 47 3932
e 19 43 6825
e 13 88 1251
e 13 91 5471
e 47 52 3912
e 38 67 3808
e 88 95 3268
e 48 84 3378
e 21 32 7037
e 5 87 7779
e 48 90 179
e 51 96 9493
e 32 53 1114
e 67 92 4236
e 44 74 5028
e 39 84 2388
e 21 84 1011
e 63 94 3631
e 55 65 285
e 39 81 4908
e 39 40 886
e 27 93 9498
e 7 61 9353
e 6 20 6476
e 16 21 3759
e 21 74 6931
e 43 86 9254
e 11 68 6465
e 40 65 8768
e 23 51 387
e 15 38 2202
e 88 91 4980
e 72 98 8072
e 55 60 3992
e 57 69 6604
e 20 60 6008
e 21 43 1778
e 64 98 9645
e 70 83 1164
e 7 85 6616
e 22 24 2234
e 4 62 6297
e 30 34 357
e 35 89 8716
e 53 78 8317
e 31 60 7546
e 30 35 697
e 12 24 4077
e 80 81 848
e 5 25 3120
e 54 67 6376
e 33 65 1079
e 21 38 1672
e 49 54 4278
e 2 4 419
e 22 67 731
e 30 36 8641
e 8 33 4830
e 2 88 4803
e 9 98 6859
e 70 78 2756
e 43 68 336
e 21 99 2154
e 31 59 1881
e 9 79 6133
e 87 95 8517
e 9 50 420
e 4 75 6460
e 5 69 4875
e 8 100 9153
e 1 43 5016
e 71 85 9283
e 25 43 3511
e 5 79 8595
e 45 54 9714
e 16 28 7008
e 54 94 9913
e 27 87 8689
e 40 82 9636
e 67 70 199
e 18 27 2239
e 18 74 9161
e 43 50 2455
e 75 76 1778
e 66 83 313
e 8 83 6679
e 6 60 1849
e 25 100 6760
e 39 61 7273
e 6 7 3990
e 82 99 6198
e 4 24 2794
e 5 12 5575
e 11 54 9852
e 76 78 1228
e 2 15 9158
e 22 32 3150
e 3 95 2069
e 47 62 4118
e 40 73 6298
e 83 85 2327
e 6 10 1424
e 64 82 972
e 23 41 4682
e 45 98 8062
e 44 93 2825
e 48 49 4490
e 27 60 6043
e 43 60 9779
e 22 66 1417
e 86 96 9640
e 17 76 8803
e 43 93 4543
e 13 77 7371
e 11 60 373
e 24 33 3017
e 57 79 8157
e 31 46 5903
e 15 44 1023
e 28 39 1933
e 23 81 9434
e 14 91 5460
e 53 55 3384
e 40 94 9179
e 14 36 2443
e 27 50 7831
e 68 74 7013
e 71 78 6461
e 14 77 4001
e 67 90 5265
e 84 95 8753
e 25 53 6141
e 14 93 2067
e 86 99 389
e 29 72 6512
e 17 37 6850
e 19 79 5936
e 71 74 5039
e 58 86 4812
e 19 52 8312
e 23 42 396
e 50 93 560
e 2 83 4298
e 17 43 4732
e 38 71 2469
e 18 48 8863
e 90 94 6677
e 17 81 2266
e 69 81 2451
e 71 92 6441
e 29 56 4399
e 8 50 6669
e 30 71 4281
e 22 45 1232
e 52 90 3606
e 48 51 8547
e 8 51 9342
e 24 35 8048
e 28 100 8635
e 13 21 1320
e 70 88 3253
e 49 100 3414
e 64 70 4379
e 38 78 5816
e 16 69 4263
e 66 96 5959
e 33 37 171
e 7 24 5118
e 11 26 5227
e 17 96 1753
e 61 69 9240
e 17 19 8269
e 14 33 4988
e 49 87 2848
e 8 66 2609
e 54 70 3276
e 28 79 9669
e 9 41 8574
e 31 56 1743
e 70 93 3291
e 9 17 1185
e 59 100 2919
e 50 86 6136
e 54 82 4212
e 57 90 4924
e 20 92 2346
e 2 94 9372
e 46 78 6549
e 72 80 8396
e 47 75 3805
e 7 88 9718
e 23 92 3446
e 65 86 6043
e 14 81 928
e 28 36 6948
e 40 57 6091
e 62 83 1192
e 72 83 7730
e 16 24 3170
e 6 97 6803
e 13 64 9320
e 60 100 747
e 75 82 9649
e 6 77 7461
e 63 100 9673
e 47 79 9427
e 53 61 8227
e 31 43 2207
e 35 86 8173
e 36 100 523
e 40 71 2477
e 10 54 8048
e 29 34 4425
e 85 92 5071
e 74 92 8313
e 11 43 8633
e 25 52 1062
e 30 74 1769
e 45 74 3625
e 13 65 4811
e 56 58 4151
e 48 91 9497
e 8 40 17
e 27 41 2799
e 21 76 398
e 17 62 7874
e 32 74 3477
e 78 97 3584
e 49 51 8237
e 74 87 8317
e 46 53 5994
e 56 84 9801
e 60 77 6425
e 20 88 9957
e 13 54 3945
e 22 91 8680
e 60 88 769
e 14 62 833
e 48 59 8555
e 6 27 9723
e 11 46 7204
e 66 71 9512
e 75 77 3060
e 28 83 1568
e 33 47 4290
e 9 38 8731
e 82 94 4975
e 4 16 9100
e 26 96 2676
e 21 70 7060
e 93 98 6721
e 2 7 2314
e 20 39 6015
e 19 88 2166
e 91 96 118
e 81 83 3637
e 91 98 8852
e 32 80 9003
e 78 94 9400
e 15 23 3442
e 26 71 8562
e 64 85 1808
e 65 90 948
e 71 91 9840
e 54 74 1868
e 23 70 8197
e 42 79 6721
e 31 45 7648
e 21 90 2564
e 32 96 1487
e 46 58 8546
e 2 38 4560
e 25 57 9079
e 30 77 5952
e 54 56 7658
e 22 100 7252
e 48 68 472
e 6 93 3328
e 40 86 6659
e 6 28 419
e 25 74 2377
e 28 82 124
e 25 59 7065
e 36 78 9459
e 37 92 5715
e 12 14 8204
e 38 96 7125
e 31 87 4775
e 27 44 5627
e 21 60 9728
e 23 83 7553
e 74 78 8799
e 61 66 3459
e 28 93 2512
e 55 98 178
e 17 74 7351
e 42 76 847
e 59 82 4080
e 61 75 2287
e 38 97 7021
e 75 92 9987
e 96 99 252
e 53 66 614
e 19 90 6463
e 25 60 3570
e 37 86 133
e 35 66 2124
e 67 100 5014
e 38 43 5934
e 7 94 7695
e 3 100 100
e 31 86 5602
e 41 50 5422
e 7 40 8005
e 15 17 3238
e 2 80 5283
e 10 11 5308
e 18 45 3371
e 39 77 3324
e 69 84 7026
e 64 87 8303
e 15 84 4758
e 5 26 8348
e 3 83 3433
e 1 86 1549
e 3 12 2310
e 38 83 7766
e 42 96 3842
e 78 80 141
e 9 15 2332
e 55 58 9515
e 16 42 4937
e 10 36 4169
e 43 48 2100
e 60 64 8263
e 4 84 9231
e 10 72 9569
e 75 94 1617
e 4 55 5549
e 71 94 8450
e 63 85 148
e 16 39 3806
e 63 87 5593
e 10 26 3494
e 47 92 2382
e 1 12 1177
e 67 75 2966
e 14 82 13
e 22 62 9206
e 21 93 825
e 33 94 2906
e 84 85 4387
e 74 95 5226
e 18 32 2182
e 9 14 726
e 12 66 2119
e 4 28 7952
e 2 25 3581
e 40 68 693
e 6 63 4468
e 21 59 4990
e 6 32 2409
e 17 59 5470
e 8 38 9244
e 17 88 5678
e 7 97 4255
e 57 82 2319
e 11 85 5730
e 15 75 9470
e 18 87 7603
e 48 57 1246
e 4 35 1789
e 35 51 9161
e 55 87 986
e 88 97 8651
e 7 49 3609
e 31 35 5111
e 65 100 3991
e 23 57 970
e 31 68 6864
e 7 67 2871
e 33 85 7559
e 61 64 7696
e 19 40 1750
e 81 88 6622
e 55 68 3389
e 9 10 8237
e 20 53 3459
e 19 41 7022
e 30 51 8764
e 21 53 3090
e 37 62 2234
e 21 57 1749
e 13 55 8297
e 66 68 4561
e 39 50 3841
e 34 36 5774
e 19 97 8195
e 46 73 1274
e 35 54 8311
e 26 29 4339
e 34 56 5200
e 24 25 2110
e 34 55 3135
e 2 59 2693
e 28 72 9919
e 21 48 9816
e 83 97 7072
e 22 34 5623
e 5 83 2008
e 16 86 7062
e 26 43 2194
e 14 28 6022
e 7 30 4825
e 70 95 4380
e 40 59 7685
e 53 90 2933
e 26 65 2073
e 36 43 4503
e 68 78 2571
e 62 89 660
e 24 54 8856
e 32 39 7824
e 69 94 224
e 35 46 7268
e 34 92 7734
e 12 67 2843
e 6 61 6034
e 56 76 1150
e 58 68 7009
e 20 54 7519
e 47 96 2490
e 9 31 3453
e 50 78 1829
e 51 69 60
e 73 88 8467
e 10 67 3586
e 13 23 7074
e 68 89 2108
e 36 71 2570
e 54 75 2227
e 35 78 9638
e 45 51 6746
e 64 74 8677
e 85 97 9305
e 9 16 5970
e 62 69 9420
e 92 96 530
e 15 71 9957
e 48 72 4916
e 2 61 6660
e 36 81 4015
e 21 86 3167
e 1 66 7896
e 63 86 6266
e 31 67 433
e 21 79 318
e 11 55 6477
e 14 88 3392
e 93 94 3936
e 30 60 7416
e 39 63 2
e 23 52 2674
e 18 22 6865
e 33 84 351
e 24 89 1020
e 35 88 8968
e 11 88 8836
e 27 75 5253
e 46 97 8004
e 32 92 8605
e 4 33 4907
e 59 73 6851
e 42 62 8464
e 26 68 9955
e 14 71 3657
e 46 51 8721
e 22 85 5299
e 2 100 2399
e 5 35 2994
e 51 64 8020
e 65 93 2803
e 29 38 2056
e 6 26 6046
e 62 81 9562
e 32 82 6585
e 21 22 3802
e 80 86 7125
e 55 78 2979
e 34 41 7989
e 12 38 6407
e 35 43 2328
e 43 58 1646
e 28 80 572
e 35 96 5899
e 51 75 9547
e 30 52 1334
e 27 53 8633
e 49 67 8522
e 26 91 8516
e 20 22 970
e 22 28 9196
e 6 35 4913
e 51 88 5131
e 25 72 9187
e 3 6 4862
e 19 54 8098
e 25 92 9613
e 23 58 9112
e 29 69 6921
e 55 96 6732
e 2 50 3004
e 55 89 5689
e 28 78 1411
e 32 89 4142
e 47 93 1299
e 49 66 7552
e 22 38 7377
e 50 99 4188
e 44 90 668
e 66 76 4432
e 18 29 8293
e 26 48 4905
e 10 73 6699
e 6 23 9820
e 65 98 9722
e 32 90 1288
e 5 49 229
e 15 50 6330
e 54 77 692
e 45 91 6151
e 20 36 8998
e 13 32 9089
e 72 92 9068
e 72 77 6284
e 33 40 8930
e 29 59 427
e 21 29 5181
e 17 29 6930
e 68 69 6922
e 4 22 6629
e 82 96 7167
e 6 38 9551
e 5 19 8827
e 69 82 2099
e 8 70 4321
e 21 67 5948
e 70 92 8550
e 38 55 9238
e 40 60 9419
e 44 81 5448
e 4 67 2661
e 14 59 8669
e 12 72 1011
e 4 59 9647
e 84 100 5510
e 39 60 4174
e 20 45 6308
e 66 97 4001
e 11 48 8759
e 33 60 2627
e 13 34 9762
e 57 99 1370
e 12 59 8587
e 1 71 3574
e 8 48 2689
e 8 62 1944
e 59 86 4342
e 36 38 1364
e 74 89 6578
e 79 87 7081
e 49 57 1783
e 45 82 9407
e 11 20 3576
e 23 71 5970
e 10 38 2540
e 19 70 6022
e 10 32 9063
e 32 75 4457
e 19 84 5624
e 18 77 6525
e 46 57 1542
e 16 55 1924
e 1 39 5086
e 53 88 2625
e 51 81 3403
e 34 76 4254
e 38 74 3872
e 26 36 9032
e 1 25 1847
e 31 70 7888
e 13 52 1565
e 21 62 8593
e 83 94 6239
e 5 88 7371
e 11 77 9223
e 48 89 8174
e 46 95 2256
e 2 48 111
e 2 87 4029
e 4 30 6533
e 48 74 3295
e 15 89 4678
e 28 30 1291
e 15 78 40
e 53 58 2371
e 60 69 4376
e 55 91 6002
e 68 95 7060
e 15 36 773
e 49 75 8155
e 53 67 7477
e 68 88 5310
e 3 88 7589
e 33 86 1745
e 26 66 4068
e 5 37 7951
e 34 93 6893
e 36 59 3333
e 20 97 8986
e 15 80 748
e 70 96 4088
e 36 49 4120
e 37 72 407
e 52 70 3556
e 72 85 3692
e 68 94 2944
e 58 79 403
e 22 93 507
e 9 62 4655
e 35 100 2198
e 19 65 9475
e 22 55 9001
e 51 68 2580
e 14 15 9509
e 33 48 9491
e 15 24 6932
e 72 75 19
e 70 98 5681
e 47 99 6577
e 49 56 7836
e 12 95 3271
e 9 80 636
e 36 99 8414
e 35 70 8203
e 61 91 1244
e 33 63 5873
e 30 45 30
e 43 81 2248
e 31 39 2202
e 17 90 3616
e 15 59 4388
e 13 35 392
e 8 35 1349
e 56 57 2703
e 2 62 810
e 44 100 6366
e 11 37 8105
e 53 71 6501
e 14 35 1556
e 30 44 1514
e 11 81 8729
e 34 62 9556
e 37 79 1813
e 37 74 9735
e 65 85 2684
e 66 84 929
e 52 61 3891
e 35 74 2494
e 14 98 272
e 16 22 9969
e 3 23 2961
e 42 89 1621
e 27 30 9460
e 7 45 3661
e 28 86 1448
e 51 66 6434
e 31 42 5549
e 30 62 6455
e 12 32 4880
e 14 43 726
e 48 58 2143
e 47 86 6762
e 3 37 9165
e 53 95 530
e 88 92 8520
e 32 65 8776
e 29 100 3746
e 62 86 5100
e 60 90 813
e 63 80 8891
e 24 60 9654
e 10 63 6571
e 56 61 8915
e 8 9 2346
e 72 87 434
e 81 89 1857
e 1 77 8412
e 80 99 739
e 63 74 9349
e 41 58 8910
e 21 64 4861
e 1 63 8187
e 25 68 8773
e 6 36 3688
e 7 98 388
e 28 67 1793
e 65 88 2580
e 38 81 7719
e 2 51 2310
e 39 90 9494
e 85 98 115
e 21 51 779
e 21 45 4742
e 26 97 2527
e 45 88 9896
e 51 52 9032
e 62 66 3653
e 64 88 6328
e 44 65 9898
e 7 87 1901
e 38 61 2674
e 24 86 3501
e 17 66 143
e 19 63 4784
e 2 78 5121
e 3 15 6001
e 75 97 8884
e 52 79 3017
e 18 31 8456
e 35 39 6490
e 65 67 9057
e 9 86 1020
e 53 76 378
e 43 80 5460
e 23 69 9900
e 28 49 3262
e 83 86 3436
e 23 62 3906
e 56 92 6419
e 5 85 1828
e 38 48 8347
e 22 71 1272
e 16 80 5916
e 18 41 4981
e 11 47 1022
e 9 60 4214
e 27 72 6632
e 11 71 7773
e 39 86 4732
e 22 87 5567
e 7 72 6055
e 1 35 403
e 25 87 4416
e 22 47 8829
e 18 96 8250
e 47 81 1713
e 1 99 93
e 57 78 8243
e 25 42 8762
e 50 52 606
e 7 84 1721
e 96 100 5230
e 12 77 6214
e 4 14 7965
e 5 11 4362
e 57 60 5882
e 48 55 5181
e 19 74 4083
e 57 59 7602
e 37 83 957
e 51 74 1301
e 4 98 7496
e 51 98 8896
e 74 85 5557
e 48 71 8350
e 15 100 5580
e 41 74 7090
e 30 43 3574
e 76 81 7108
e 72 82 678
e 1 55 7780
e 62 98 3306
e 23 73 1080
e 3 7 3775
e 45 47 6735
e 3 68 6584
e 45 57 7138
e 32 41 6258
e 10 20 8415
e 41 82 4316
e 30 82 8837
e 38 72 6005
e 74 76 111
e 66 67 5978
e 31 93 8820
e 58 92 4837
e 71 84 2223
e 54 61 3208
e 61 90 3293
e 58 62 9283
e 36 52 5715
e 64 84 7279
e 19 56 5791
e 27 100 9883
e 17 83 2695
e 12 56 2676
e 74 84 5491
e 55 100 6636
e 38 39 8796
e 39 55 7457
e 61 97 7841
e 35 47 7695
e 84 92 3743
e 71 97 2187
e 18 86 4183
e 74 77 305
e 46 93 1846
e 56 97 5905
e 23 79 6038
e 9 21 360
e 62 75 635
e 55 99 150
e 8 23 249
e 3 98 7506
e 20 21 2785
e 13 40 7396
e 32 98 2310
e 86 89 4948
e 24 94 2412
e 47 83 6353
e 8 22 3722
e 18 93 5948
e 1 89 3272
e 30 81 727
e 10 34 7224
e 24 67 529
e 53 82 7773
e 41 53 1656
e 15 68 3435
e 27 64 1036
e 18 34 2673
e 14 30 3062
e 41 78 8363
e 12 27 6115
e 25 91 617
e 3 38 7816
e 12 68 4399
e 62 72 2853
e 52 94 7535
e 75 100 2292
e 33 41 8426
e 22 83 8677
e 42 97 1702
e 86 87 2680
e 34 37 1843
e 12 41 2160
e 20 61 9083
e 35 68 8073
e 22 70 8663
e 80 90 8963
e 28 85 9148
e 81 84 2185
e 57 75 1092
e 36 41 9243
e 38 69 3729
e 3 49 2425
e 72 73 7568
e 36 57 7855
e 31 71 7277
e 3 40 4688
e 14 32 6348
e 3 60 6621
e 55 72 4097
e 4 42 8448
e 22 77 8805
e 20 46 1450
e 24 27 3448
e 13 43 1708
e 20 59 4204
e 7 65 8749
e 3 51 1251
e 42 95 5094
e 30 83 6804
e 4 61 9766
e 11 87 1888
e 78 82 8434
e 1 65 4066
e 41 48 9429
e 49 70 141
e 11 16 883
e 71 100 8276
e 18 97 7953
e 2 31 7985
e 28 60 7611
e 43 98 688
e 45 77 8455
e 8 71 4717
e 17 91 6387
e 14 42 8671
e 63 77 1805
e 2 44 8976
e 36 53 8822
e 36 68 4563
e 29 68 4335
e 31 83 8283
e 25 69 614
e 76 83 9102
e 2 6 8319
e 53 64 4373
e 9 44 1460
e 23 35 9739
e 8 59 9197
e 67 87 6033
e 65 97 9821
e 45 90 6066
e 9 76 7804
e 10 66 2040
e 10 14 4841
e 40 41 4131
e 6 75 3649
e 2 21 5310
e 4 39 9071
e 27 48 9941
e 84 86 7645
e 28 91 4897
e 76 99 6683
e 2 93 8599
e 50 82 2609
e 12 88 3132
e 12 28 5699
e 17 46 5725
e 9 67 6105
e 13 25 3165
e 44 68 4735
e 16 96 5055
e 29 65 2934
e 69 95 5963
e 37 39 8345
e 33 66 5180
e 54 86 3229
e 77 98 4912
e 19 96 6884
e 63 75 8438
e 20 83 8727
e 41 98 8884
e 65 66 4782
e 30 57 8301
e 62 91 586
e 30 98 6253
e 35 38 4114
e 31 61 6525
e 17 39 4400
e 17 72 1804
e 30 92 8298
e 59 93 205
e 23 95 3751
e 55 67 2437
e 54 84 4172
e 6 80 4512
e 29 74 8588
e 63 64 5174
e 87 93 3993
e 9 13 4694
e 61 92 5704
e 39 62 9434
e 52 92 6917
e 14 75 1305
e 55 74 7449
e 62 90 1745
e 33 73 9957
e 3 85 4520
e 33 50 3575
e 17 69 6019
e 14 26 566
e 73 80 8309
e 15 35 2227
e 91 93 4366
e 45 94 2090
e 68 82 1205
e 57 64 7009
e 61 62 4253
e 23 98 3895
e 41 67 8361
e 18 50 3349
e 39 46 8193
e 24 46 5546
e 12 35 313
e 47 67 3769
e 13 39 8491
e 10 44 685
e 8 85 2324
e 18 61 9213
e 17 32 349
e 19 44 1816
e 19 82 1911
e 69 71 1682
e 79 82 6481
e 33 43 1754
e 67 81 3204
e 26 73 2435
e 19 80 6287
e 33 96 6141
e 14 16 9350
e 56 83 8730
e 1 94 9050
e 30 99 4378
e 47 71 7566
e 28 29 3476
e 7 36 3190
e 17 94 7046
e 18 37 1620
e 36 64 2924
e 40 100 2663
e 27 80 8804
e 48 86 4375
e 17 24 3251
e 7 16 7248
e 13 69 945
e 30 33 3238
e 7 73 8752
e 27 97 6532
e 6 33 7796
e 20 71 1926
e 28 54 4406
e 70 73 172
e 36 50 2837
e 45 64 9405
e 48 56 7058
e 6 40 9614
e 30 75 5010
e 78 96 1137
e 32 99 410
e 2 82 9243
e 8 86 6528
e 45 63 545
e 12 31 2602
e 48 85 2917
e 73 86 7694
e 29 45 3377
e 27 49 1587
e 30 97 9375
e 39 74 8656
e 11 94 7196
e 16 92 4032
e 7 50 587
e 34 50 4682
e 5 20 6813
e 75 83 4459
e 4 32 1484
e 69 72 8269
e 46 56 9283
e 19 28 5272
e 30 47 8281
e 3 46 4315
e 17 100 5571
e 73 87 920
e 38 73 8263
e 59 74 973
e 81 95 8471
e 43 85 6276
e 10 88 5821
e 77 97 6951
e 26 49 5295
e 17 98 3929
e 46 61 39
e 37 73 7801
e 59 95 5054
e 34 68 5999
e 7 56 3809
e 40 44 8760
e 57 65 2238
e 43 54 1137
e 53 60 8555
e 24 91 4576
e 2 45 3935
e 54 97 3736
e 40 63 2249
e 21 47 7816
e 15 91 2299
e 1 56 8824
e 37 41 1719
e 32 47 6777
e 56 59 9708
e 23 97 4193
e 11 95 4569
e 63 83 2727
e 8 31 7826
e 76 77 656
e 13 63 2367
e 64 80 8955
e 23 89 2162
e 23 90 9009
e 24 65 4711
e 33 98 6277
e 9 64 3758
e 20 87 4515
e 48 53 5221
e 9 35 666
e 37 99 8839
e 3 29 6685
e 36 40 2088
e 8 56 4670
e 62 80 8318
e 17 26 353
e 73 76 7038
e 25 82 25
e 30 42 8698
e 36 84 5532
e 5 89 1326
e 46 64 7725
e 1 85 4001
e 37 58 9184
e 51 99 9957
e 2 37 6713
e 48 73 5824
e 59 60 6977
e 49 74 1680
e 18 89 4292
e 14 83 8451
e 81 90 5826
e 60 75 6049
e 35 79 881
e 5 59 3235
e 45 96 1434
e 1 84 8974
e 27 40 101
e 21 78 4343
e 20 55 244
e 61 82 4978
e 27 31 3403
e 13 73 2531
e 63 91 7929
e 13 36 7328
e 24 61 4698
e 30 86 3732
e 1 97 991
e 66 95 900
e 73 93 97
e 34 83 2459
e 16 81 8159
e 82 98 4268
e 43 99 369
e 25 83 9227
e 14 66 630
e 28 74 7063
e 43 84 3789
e 60 99 6880
e 19 95 3659
e 42 92 801
e 66 82 4038
e 1 16 5040
e 53 94 3352
e 7 31 3249
e 2 17 7097
e 23 33 6275
e 78 91 1302
e 21 83 4094
e 32 43 659
e 22 40 2886
e 44 76 2415
e 16 54 793
e 37 85 6798
e 7 75 9846
e 72 95 2230
e 23 61 4594
e 55 71 9452
e 27 78 4989
e 74 80 2744
e 38 82 9874
e 58 77 5207
e 31 75 3342
e 6 54 7873
e 36 93 990
e 56 95 7840
e 33 97 8817
e 63 99 898
e 13 24 1390
e 30 61 3590
e 69 86 229
e 13 17 344
e 12 85 5813
e 44 80 2859
e 8 28 3899
e 2 22 9419
e 33 67 4907
e 35 82 9429
e 1 21 836
e 11 72 9408
e 10 74 325
e 9 61 8666
e 14 73 4044
e 13 58 8913
e 13 84 5335
e 39 99 7271
e 48 87 2901
e 53 98 828
e 32 81 683
e 20 84 3796
e 44 45 9186
e 17 57 5021
e 19 91 2097
e 20 98 9603
e 40 92 188
e 58 88 5701
e 19 99 1263
e 30 84 386
e 45 100 4551
e 80 97 4090
e 73 82 8753
e 3 75 5341
e 10 49 6512
e 64 95 2187
e 15 39 708
e 15 18 8569
e 10 57 3434
e 24 52 8599
e 18 44 1787
e 40 64 5221
e 31 92 6992
e 31 38 6408
e 56 75 5626
e 76 88 7288
e 1 32 6843
e 29 70 5953
e 21 72 4922
e 15 28 4384
e 50 91 2083
e 79 95 221
e 18 98 7966
e 26 51 1790
e 12 99 8012
e 28 48 877
e 2 73 6637
e 56 66 4788
