c random 500 vertices, 5000 edges, seed = 1
g 500 5000
e 18 351 8677
e 74 352 7848
e 70 353 7909
e 118 354 9102
e 178 355 5225
e 108 356 4945
e 132 357 5555
e 323 358 5246
e 282 359 2766
e 3 360 3219
e 228 361 2787
e 172 362 2689
e 338 363 9747
e 177 364 9980
e 158 365 3728
e 260 366 8397
e 143 367 6798
e 288 368 7638
e 253 369 2292
e 337 370 288
e 285 371 3039
e 63 372 9069
e 143 373 500
e 227 374 6344
e 136 375 5180
e 62 376 9053
e 48 377 839
e 296 378 1595
e 325 379 4570
e 111 380 5985
e 372 381 8699
e 351 382 2604
e 358 383 1320
e 133 384 4032
e 205 385 9118
e 231 386 4723
e 269 387 6910
e 184 388 8597
e 376 389 2543
e 218 390 310
e 171 391 8852
e 185 392 5910
e 279 393 2418
e 226 394 365
e 117 395 4580
e 332 396 3935
e 214 397 1586
e 328 398 3657
e 130 399 4669
e 11 400 467
e 327 401 8783
e 59 402 8368
e 325 403 4995
e 278 404 8109
e 368 405 947
e 190 406 4390
e 111 407 1498
e 98 408 7579
e 94 409 4721
e 309 410 5167
e 170 411 3074
e 273 412 5549
e 364 413 8975
e 98 414 7670
e 136 415 2055
e 344 416 5384
e 77 417 944
e 49 418 7403
e 377 419 8486
e 193 420 5152
e 114 421 8594
e 208 422 71
e 105 423 9774
e 19 424 9994
e 65 425 8193
e 331 426 3848
e 290 427 8230
e 408 428 4734
e 230 429 7108
e 288 430 4000
e 347 431 5778
e 398 432 9323
e 300 433 1929
e 296 434 1052
e 295 435 9037
e 252 436 7769
e 117 437 7815
e 149 438 4278
e 200 439 6122
e 298 440 1778
e 365 441 5285
e 191 442 6150
e 332 443 2306
e 260 444 3997
e 355 445 2000
e 113 446 6434
e 356 447 5164
e 446 448 7324
e 48 449 2169
e 6 450 7719
e 174 451 1553
e 281 452 212
e 91 453 405
e 188 454 1766
e 247 455 1345
e 122 456 1518
e 416 457 645
e 119 458 5666
e 311 459 9772
e 261 460 7394
e 280 461 3807
e 159 462 5458
e 304 463 2992
e 401 464 240
e 402 465 2773
e 462 466 1189
e 281 467 8872
e 254 468 1516
e 81 469 8672
e 42 470 1200
e 135 471 9097
e 236 472 8709
e 346 473 1595
e 24 474 1683
e 349 475 180
e 344 476 1325
e 57 477 89
e 286 478 5240
e 97 479 8899
e 330 480 9817
e 250 481 3440
e 78 482 4369
e 61 483 7062
e 466 484 8707
e 336 485 2295
e 322 486 6413
e 268 487 2019
e 125 488 735
e 174 489 2674
e 50 490 7997
e 38 491 5200
e 79 492 1138
e 73 493 1866
e 109 494 7982
e 438 495 5248
e 103 496 1836
e 223 497 6291
e 195 498 9652
e 261 499 5016
e 243 500 7134
e 303 399 3240
e 43 377 9673
e 241 309 3722
e 96 298 9498
e 43 118 3041
e 396 499 7685
e 144 248 9521
e 202 488 8583
e 291 310 247
e 243 447 7415
e 258 284 2870
e 196 489 3340
e 317 411 5898
e 361 461 2816
e 48 95 1004
e 133 171 5547
e 314 354 6592
e 7 268 1141
e 78 327 9387
e 100 167 3729
e 113 329 6487
e 236 357 6449
e 38 388 9486
e 74 355 6891
e 254 474 5380
e 43 469 3637
e 10 315 5967
e 360 449 3401
e 162 364 5109
e 361 462 6761
e 304 344 7639
e 204 445 4748
e 165 313 6630
e 390 427 6768
e 111 133 4724
e 414 491 8752
e 174 221 4169
e 332 347 9424
e 60 375 6431
e 202 426 9713
e 75 126 4074
e 21 237 2754
e 290 482 7112
e 361 379 115
e 460 491 9023
e 276 434 4934
e 257 325 18
e 272 388 8990
e 33 70 8606
e 178 196 6784
e 343 475 4986
e 284 453 7449
e 66 230 8433
e 371 500 9646
e 411 450 2033
e 323 488 2631
e 338 346 7858
e 255 417 699
e 42 445 2285
e 388 412 7063
e 104 388 4011
e 242 346 1584
e 140 499 3921
e 219 337 1593
e 77 431 1145
e 408 492 9354
e 429 485 8872
e 72 118 1692
e 295 342 9227
e 46 417 7642
e 101 196 9001
e 247 307 4789
e 327 364 8702
e 120 354 4261
e 6 419 6589
e 96 351 8269
e 112 134 8612
e 290 291 9486
e 36 46 1485
e 374 461 2808
e 419 470 8738
e 130 411 728
e 112 368 8080
e 74 228 8846
e 349 353 6218
e 400 488 2233
e 204 274 3499
e 367 487 8853
e 26 236 5131
e 315 371 3931
e 219 426 6067
e 40 52 8131
e 274 395 3149
e 56 317 568
e 58 73 8390
e 133 491 3196
e 42 282 2751
e 392 429 8447
e 80 407 1771
e 85 255 7918
e 43 392 4460
e 250 377 4255
e 163 470 9892
e 350 392 1236
e 219 406 3257
e 249 396 1339
e 114 310 9645
e 91 348 846
e 234 394 5793
e 323 368 2193
e 111 147 3949
e 224 321 8173
e 132 405 7204
e 264 432 3570
e 108 229 1269
e 267 405 6623
e 110 129 6210
e 36 179 3709
e 178 218 7062
e 5 52 667
e 102 421 9305
e 315 453 8904
e 160 415 5575
e 68 470 6905
e 60 111 3538
e 12 285 5160
e 120 129 5040
e 145 251 8623
e 79 124 2522
e 84 176 9428
e 70 248 2054
e 47 156 7890
e 254 377 970
e 140 226 5813
e 299 406 7014
e 110 453 1510
e 296 476 1368
e 10 144 9394
e 471 498 8179
e 19 186 9252
e 289 332 4309
e 39 46 8034
e 121 224 8960
e 55 250 8522
e 148 492 2700
e 79 430 9458
e 261 379 2502
e 9 263 9288
e 107 233 2621
e 227 239 6852
e 56 65 5652
e 104 413 7780
e 130 482 4296
e 432 442 2735
e 95 384 5421
e 68 127 8848
e 50 308 5724
e 57 466 4312
e 66 452 3197
e 43 93 4684
e 203 214 3577
e 167 184 6655
e 384 485 5831
e 4 473 1805
e 232 243 1668
e 220 416 9711
e 61 233 1716
e 343 451 5107
e 116 201 8916
e 155 399 8826
e 273 474 5438
e 292 337 134
e 152 359 6761
e 171 424 9657
e 3 437 5937
e 123 381 6614
e 287 325 8061
e 194 329 2544
e 9 468 4570
e 283 415 5060
e 151 343 3665
e 30 138 5464
e 227 465 1197
e 423 495 3371
e 122 430 6670
e 75 88 1254
e 48 101 6469
e 8 370 8802
e 12 168 7876
e 38 290 6125
e 335 357 9203
e 79 254 2144
e 261 429 8660
e 17 335 8194
e 11 89 7637
e 220 372 4893
e 44 139 6873
e 328 339 4154
e 123 170 5131
e 231 491 8376
e 192 305 8873
e 157 220 3035
e 162 262 9958
e 107 356 2413
e 53 171 1036
e 282 468 8098
e 31 66 4510
e 234 463 3430
e 248 489 6244
e 104 496 7907
e 155 208 3381
e 317 459 8778
e 46 190 4092
e 7 476 5221
e 64 366 3351
e 10 349 2471
e 24 142 1607
e 155 168 4845
e 78 368 2107
e 38 320 8979
e 97 131 4999
e 297 422 1326
e 152 494 8872
e 227 362 4634
e 290 359 3456
e 52 348 6789
e 210 272 5592
e 208 247 1570
e 43 272 8147
e 426 448 8023
e 99 229 567
e 67 463 152
e 265 384 1746
e 60 116 7800
e 298 444 9934
e 231 459 3371
e 420 496 4528
e 267 393 4432
e 156 437 6766
e 31 343 2889
e 309 467 1522
e 74 232 4231
e 100 341 6596
e 349 368 9839
e 275 331 3383
e 69 358 7127
e 21 214 8536
e 480 500 249
e 49 279 9378
e 43 129 7401
e 266 401 370
e 68 206 1306
e 101 440 1270
e 429 492 8569
e 70 152 1479
e 273 316 5487
e 234 307 3055
e 66 122 4911
e 147 241 1426
e 46 407 8988
e 393 440 3102
e 186 223 8723
e 162 444 6243
e 227 396 4718
e 330 407 4948
e 224 234 4902
e 29 66 2234
e 195 324 7156
e 1 159 8195
e 310 428 915
e 139 177 4824
e 360 417 9134
e 125 371 5963
e 282 348 1893
e 280 425 4526
e 356 427 4861
e 75 143 360
e 80 322 599
e 130 334 3786
e 418 488 5217
e 333 406 9579
e 183 300 5346
e 271 493 8819
e 219 459 9331
e 367 460 6671
e 8 393 9676
e 388 427 6038
e 302 336 28
e 176 187 1477
e 171 344 2085
e 91 285 871
e 198 305 7035
e 37 400 7946
e 415 471 4061
e 326 373 2924
e 123 252 3588
e 14 396 4942
e 180 223 5104
e 94 135 2884
e 5 133 2224
e 114 194 8011
e 23 483 5204
e 118 271 216
e 215 264 387
e 184 358 602
e 393 478 1530
e 321 424 1521
e 113 303 5998
e 445 469 5490
e 73 282 5715
e 266 500 2941
e 45 228 5031
e 313 492 3714
e 279 428 9092
e 141 438 5444
e 325 383 7556
e 11 453 7627
e 51 93 1727
e 220 341 4592
e 112 459 1109
e 242 245 73
e 136 308 8024
e 381 467 2299
e 96 205 2023
e 235 257 3736
e 321 482 2164
e 17 177 3835
e 31 308 3198
e 227 482 4556
e 51 166 6375
e 280 335 79
e 401 424 6656
e 16 60 6639
e 98 388 2715
e 163 172 7693
e 185 292 9644
e 178 480 2229
e 45 293 8847
e 285 475 7057
e 34 53 3898
e 117 425 5046
e 311 393 6686
e 128 281 5352
e 365 373 7670
e 37 143 5773
e 294 480 1635
e 124 126 9162
e 175 500 5681
e 133 166 5486
e 28 298 7407
e 354 454 8019
e 346 386 3859
e 227 423 2321
e 356 388 5165
e 35 76 8368
e 144 284 5167
e 177 386 7072
e 118 307 7957
e 204 241 7939
e 29 453 10
e 13 189 8206
e 291 465 4606
e 199 456 6155
e 337 416 5226
e 159 202 3139
e 27 287 4378
e 142 412 1149
e 92 266 8105
e 389 398 425
e 229 361 2598
e 404 414 9061
e 9 193 3197
e 111 271 3758
e 67 301 8906
e 305 353 8532
e 189 382 6052
e 163 334 1552
e 20 459 3670
e 233 400 5975
e 46 367 6563
e 128 274 6495
e 39 140 3634
e 227 364 9705
e 11 370 7382
e 301 403 3794
e 78 494 1825
e 269 338 3736
e 377 467 8807
e 143 168 9827
e 78 325 8062
e 129 239 905
e 149 335 4240
e 196 224 9760
e 188 196 8628
e 3 254 8791
e 15 81 6144
e 317 499 2176
e 34 239 9904
e 245 457 9270
e 106 442 533
e 157 273 6688
e 17 258 8211
e 244 491 5973
e 230 239 2270
e 295 312 6322
e 134 221 1462
e 254 463 2249
e 129 446 8613
e 324 366 5194
e 228 371 4748
e 28 41 5408
e 210 225 1437
e 19 24 7555
e 35 341 7340
e 250 353 8875
e 58 439 2612
e 253 280 4249
e 126 170 1183
e 368 381 6398
e 169 462 4957
e 95 343 3837
e 155 440 2322
e 242 449 9271
e 28 284 5260
e 62 270 8054
e 350 484 5204
e 39 47 4424
e 141 280 3216
e 142 473 7289
e 189 336 9276
e 242 263 2761
e 150 396 9720
e 52 157 7931
e 196 272 7890
e 99 239 3665
e 159 459 833
e 138 156 3981
e 112 478 7202
e 336 404 9811
e 60 380 5632
e 54 310 7859
e 234 248 2560
e 59 103 772
e 188 342 2362
e 6 464 9589
e 2 247 2346
e 226 441 1734
e 115 212 6551
e 57 427 8719
e 28 152 4226
e 169 360 5096
e 495 499 9146
e 191 218 1601
e 63 487 3133
e 66 169 5638
e 143 418 5808
e 308 318 9678
e 119 387 2005
e 73 136 3142
e 148 493 9778
e 392 430 6178
e 43 321 7965
e 207 240 532
e 146 315 9621
e 119 426 3054
e 151 363 9565
e 226 324 7779
e 1 268 1747
e 209 455 3211
e 243 325 411
e 72 454 7145
e 197 231 2270
e 212 317 8980
e 105 384 3731
e 340 409 9777
e 59 160 3436
e 165 329 1890
e 88 108 8783
e 111 181 2576
e 192 403 5340
e 195 464 5626
e 126 449 8887
e 217 229 1380
e 292 479 7948
e 49 452 6357
e 45 162 9724
e 126 291 3012
e 273 362 2030
e 341 368 1612
e 72 196 2014
e 291 418 224
e 150 240 9822
e 60 294 8152
e 2 207 1358
e 82 333 1523
e 248 458 3355
e 266 479 1085
e 26 301 3677
e 219 410 6224
e 63 176 3484
e 81 390 6030
e 302 428 6432
e 327 387 2659
e 3 108 5221
e 64 187 7898
e 18 62 4452
e 114 125 4766
e 152 321 3319
e 90 488 9269
e 141 195 9763
e 256 338 9733
e 74 329 9515
e 11 172 3735
e 181 368 2440
e 172 375 903
e 45 179 6881
e 130 403 8236
e 173 253 4798
e 155 305 2706
e 92 360 1015
e 56 300 6352
e 238 291 9045
e 95 339 2810
e 396 412 1438
e 18 449 2780
e 84 258 4527
e 15 128 6577
e 455 499 8122
e 378 467 9957
e 185 208 6150
e 13 81 7198
e 139 207 8919
e 421 482 802
e 206 255 1558
e 82 197 223
e 45 376 9417
e 4 141 9401
e 170 221 6158
e 212 416 4949
e 208 475 6650
e 47 470 8803
e 439 494 7296
e 120 486 3480
e 311 330 7680
e 233 328 7830
e 121 398 4298
e 153 298 624
e 51 305 8535
e 129 155 4369
e 162 408 3234
e 372 455 9146
e 200 315 7232
e 298 454 873
e 39 56 6602
e 13 51 9295
e 279 434 6662
e 195 318 5233
e 245 445 8998
e 22 216 7908
e 430 495 5928
e 203 453 6998
e 214 305 5398
e 344 452 6853
e 205 450 948
e 74 205 422
e 345 434 7972
e 445 470 3711
e 94 106 4688
e 30 306 2853
e 77 491 5168
e 251 413 5969
e 376 492 2102
e 253 419 5161
e 325 498 5754
e 392 478 7310
e 104 451 5444
e 26 313 7647
e 136 235 5602
e 111 188 4976
e 179 369 5669
e 208 317 9103
e 198 409 978
e 347 460 4422
e 175 213 9745
e 33 328 5987
e 267 286 2791
e 235 398 1926
e 66 129 1003
e 43 108 1713
e 135 261 2956
e 163 416 7910
e 369 414 5874
e 427 440 2169
e 420 431 9666
e 111 284 5908
e 86 247 2226
e 331 463 9327
e 37 218 4444
e 400 462 1912
e 73 390 1246
e 52 234 8274
e 13 500 3276
e 16 136 3533
e 379 381 4870
e 90 355 2089
e 80 267 9613
e 360 443 5426
e 112 365 9791
e 14 168 6033
e 96 230 8628
e 10 245 4688
e 342 360 1230
e 43 216 9180
e 33 273 9217
e 46 167 101
e 121 216 583
e 57 315 7000
e 46 105 3360
e 137 213 3500
e 151 255 6743
e 321 438 7490
e 87 156 7277
e 350 409 2445
e 135 328 1123
e 39 201 9590
e 318 469 817
e 188 199 9202
e 19 34 1870
e 201 336 6297
e 46 258 4285
e 164 328 2409
e 9 95 1161
e 17 461 5420
e 26 283 1327
e 110 307 1481
e 395 472 7031
e 314 412 6203
e 312 359 2846
e 275 343 6717
e 216 400 9826
e 36 198 1433
e 113 158 8014
e 289 429 7147
e 399 450 6153
e 102 289 6465
e 174 254 4361
e 159 199 4162
e 131 226 3630
e 344 389 4842
e 283 284 3497
e 25 433 3754
e 288 405 5112
e 67 331 9012
e 205 207 9807
e 238 433 3806
e 84 481 750
e 292 362 3989
e 221 364 402
e 99 441 9708
e 296 430 6156
e 389 459 4460
e 137 351 7323
e 150 485 1304
e 88 132 1196
e 49 229 3753
e 82 278 1760
e 18 224 6260
e 77 130 4072
e 358 399 7596
e 136 307 4214
e 413 416 7271
e 50 445 9269
e 332 361 7087
e 153 209 3860
e 125 145 672
e 15 34 8137
e 44 283 9738
e 78 91 5418
e 287 414 6661
e 278 477 623
e 212 283 5965
e 26 265 3676
e 148 333 7033
e 80 472 1282
e 272 343 7620
e 235 262 7332
e 20 437 8805
e 226 328 1863
e 323 329 5680
e 213 309 3233
e 104 239 8596
e 290 355 4767
e 232 427 2796
e 51 409 254
e 255 287 1622
e 284 334 4768
e 349 421 1992
e 167 244 8229
e 182 499 6583
e 22 54 3598
e 220 423 891
e 45 193 5427
e 391 464 4538
e 393 404 5997
e 203 314 2725
e 301 459 128
e 192 401 2929
e 39 182 3859
e 153 493 3687
e 92 298 6585
e 38 460 1746
e 169 307 2928
e 49 135 5
e 302 346 6734
e 19 383 1296
e 247 262 1710
e 218 219 96
e 2 171 2592
e 8 230 7525
e 423 493 8489
e 220 406 9075
e 191 368 5076
e 490 500 244
e 156 361 1897
e 332 473 7790
e 122 190 6414
e 192 454 2435
e 221 237 5613
e 83 270 5140
e 37 433 7795
e 210 338 3283
e 351 498 7850
e 333 472 1068
e 219 326 7272
e 328 380 7602
e 215 338 6696
e 59 80 7867
e 58 203 3051
e 18 460 5671
e 337 383 9796
e 332 496 9140
e 74 180 223
e 37 234 9105
e 1 66 8575
e 331 451 6239
e 208 366 2286
e 377 436 8772
e 80 158 3607
e 119 452 2044
e 472 494 6601
e 37 342 2750
e 155 362 5401
e 157 267 7397
e 55 368 2096
e 138 279 8292
e 5 458 5993
e 327 352 532
e 233 256 8700
e 61 291 3362
e 249 362 3742
e 7 108 7248
e 101 348 7328
e 416 423 3089
e 64 124 5511
e 9 216 3473
e 50 428 6403
e 10 281 4417
e 23 448 3016
e 342 454 3455
e 289 372 2125
e 329 447 2210
e 7 469 6152
e 203 383 1639
e 46 106 863
e 429 460 7865
e 96 232 2546
e 71 132 277
e 235 475 179
e 285 312 9863
e 257 286 7628
e 110 494 3657
e 190 312 6535
e 238 377 3769
e 166 322 5472
e 228 463 5959
e 180 405 7739
e 409 417 2730
e 435 453 9013
e 253 487 6912
e 91 228 5492
e 3 336 2409
e 256 379 7205
e 86 432 8773
e 91 321 8583
e 191 256 4801
e 190 329 7077
e 247 436 2360
e 177 355 3367
e 99 288 1353
e 31 158 8507
e 135 221 969
e 126 375 7828
e 29 168 1992
e 296 342 6364
e 25 53 2402
e 185 356 7672
e 121 136 7157
e 246 472 1634
e 88 267 5132
e 109 189 860
e 201 363 2712
e 297 418 7607
e 94 444 9638
e 94 366 8248
e 42 403 900
e 196 349 5865
e 334 339 3006
e 263 387 7950
e 472 500 2844
e 233 490 7158
e 115 302 8638
e 289 362 2509
e 2 174 1212
e 74 420 2717
e 100 437 5850
e 232 246 4842
e 68 88 7333
e 106 283 9245
e 274 342 1872
e 459 467 8493
e 171 309 647
e 152 352 9430
e 63 349 7728
e 244 331 2805
e 240 390 1124
e 145 356 4576
e 221 223 8945
e 360 391 1940
e 37 457 1779
e 294 391 6739
e 86 486 1991
e 212 437 8159
e 166 500 2393
e 106 272 7459
e 120 473 5540
e 328 488 3199
e 12 457 706
e 325 329 8793
e 95 473 5121
e 178 205 7630
e 286 374 6758
e 10 500 1623
e 192 342 8432
e 145 482 478
e 366 457 8521
e 268 337 1404
e 27 328 4948
e 29 170 7496
e 10 434 7023
e 301 423 2499
e 6 107 8233
e 99 469 5966
e 190 416 5811
e 94 496 1144
e 240 363 6520
e 212 491 1349
e 312 374 1870
e 274 330 8349
e 363 479 1213
e 402 406 6843
e 413 421 5644
e 331 444 9930
e 72 498 4348
e 53 64 9686
e 19 370 103
e 374 474 745
e 288 338 9961
e 62 458 1429
e 453 454 1133
e 45 153 6310
e 290 448 4565
e 120 208 4701
e 20 101 1303
e 207 366 5294
e 297 349 72
e 269 437 3283
e 451 489 8787
e 35 405 7395
e 221 324 1871
e 298 417 7690
e 159 332 9858
e 63 416 5083
e 217 276 8577
e 129 266 1553
e 15 284 3725
e 21 433 7610
e 196 459 3028
e 301 396 8293
e 36 120 5006
e 380 386 2318
e 249 481 8523
e 8 396 2927
e 150 422 4284
e 181 383 2756
e 95 338 8831
e 69 93 2453
e 176 304 6407
e 217 395 9351
e 90 227 8215
e 233 352 4178
e 59 276 6885
e 179 267 2223
e 16 191 9249
e 235 349 4268
e 147 311 9486
e 321 356 700
e 227 428 5414
e 81 198 4908
e 342 400 4057
e 96 241 9978
e 123 448 45
e 147 394 3177
e 12 67 3587
e 238 367 4341
e 285 379 4631
e 163 174 7343
e 2 112 4225
e 103 417 1623
e 104 408 9569
e 78 355 9055
e 143 384 9221
e 478 497 6515
e 194 451 6913
e 29 467 4075
e 314 441 7759
e 387 430 1889
e 71 493 3975
e 208 497 4151
e 106 208 8330
e 182 348 9176
e 6 391 5774
e 209 400 4446
e 238 371 6526
e 150 254 4157
e 132 403 3763
e 27 66 1690
e 138 414 4932
e 116 325 2200
e 348 398 8784
e 194 312 4065
e 89 298 286
e 3 471 7034
e 236 345 2553
e 49 460 1605
e 339 373 5658
e 98 487 2768
e 47 342 7886
e 419 496 8656
e 194 358 8119
e 183 341 7816
e 160 322 3912
e 77 437 728
e 176 433 9309
e 288 388 416
e 248 459 8384
e 200 300 8727
e 73 150 8408
e 328 458 4203
e 168 328 8142
e 106 306 9480
e 325 380 9676
e 240 413 7878
e 249 449 5847
e 114 359 6763
e 145 271 4455
e 94 488 5800
e 32 428 1953
e 68 304 2102
e 123 240 4542
e 452 482 3482
e 105 309 110
e 17 224 5114
e 257 356 2309
e 165 190 8401
e 135 140 640
e 43 181 7866
e 112 274 9442
e 155 312 2467
e 313 467 1838
e 247 481 6821
e 108 208 6950
e 379 490 943
e 42 490 8657
e 181 413 1843
e 340 382 4979
e 73 452 8256
e 33 64 6857
e 180 449 6991
e 175 290 5296
e 166 443 1887
e 461 471 7015
e 282 338 3382
e 22 264 8828
e 61 325 2384
e 195 329 9310
e 358 446 3118
e 126 312 826
e 4 232 2350
e 31 117 7408
e 157 473 6950
e 236 251 3723
e 187 244 9572
e 15 334 743
e 160 253 7123
e 106 248 2013
e 439 495 1715
e 154 204 5007
e 137 358 1855
e 46 58 7767
e 293 462 284
e 84 327 1816
e 31 123 6141
e 232 360 4011
e 155 235 7957
e 66 275 3602
e 118 419 8845
e 114 318 9983
e 317 435 1158
e 104 186 5734
e 200 478 2208
e 206 448 6893
e 392 474 312
e 298 329 2255
e 213 339 3255
e 156 359 1075
e 73 117 7612
e 350 434 2880
e 142 479 2596
e 347 411 5041
e 3 94 5493
e 264 385 6073
e 2 499 8889
e 44 314 1861
e 108 246 2761
e 229 270 5245
e 55 407 4428
e 40 185 7080
e 423 492 2849
e 39 447 1498
e 300 407 4703
e 112 206 4687
e 235 361 6088
e 18 250 7432
e 88 268 5014
e 80 454 1882
e 17 168 3731
e 37 101 8260
e 176 186 89
e 12 26 9434
e 380 479 8296
e 314 365 1502
e 116 216 6265
e 203 449 8690
e 267 387 5440
