c random 100 vertices, 2475 edges, seed = 1
g 100 2475
e 41 43 7876
e 9 74 240
e 23 98 9595
e 18 99 3542
e 42 96 8998
e 48 86 3143
e 22 88 2201
e 10 84 790
e 47 48 7242
e 16 84 4757
e 71 89 6695
e 17 41 9410
e 61 99 3360
e 17 95 2547
e 5 71 1132
e 14 48 7353
e 68 93 6
e 42 78 6826
e 67 88 9099
e 29 30 612
e 57 88 2735
e 50 88 3537
e 55 87 4573
e 54 92 5973
e 69 81 4042
e 15 38 6762
e 10 87 2314
e 60 68 7948
e 2 64 9161
e 10 62 6860
e 4 62 343
e 40 45 703
e 49 65 8812
e 31 90 5426
e 11 69 4132
e 25 91 4913
e 53 74 3220
e 32 70 8846
e 25 60 8874
e 14 26 1574
e 21 75 4736
e 55 90 5981
e 13 61 2378
e 16 60 7490
e 24 76 933
e 35 57 4324
e 19 88 6771
e 70 91 6032
e 7 78 6695
e 53 87 4283
e 50 66 3729
e 34 71 4499
e 23 34 3487
e 32 38 7845
e 55 59 3916
e 42 100 5444
e 86 88 911
e 64 88 3603
e 12 46 3741
e 85 99 4639
e 22 37 2718
e 77 94 7430
e 8 46 8491
e 55 85 428
e 72 73 1117
e 93 95 3841
e 17 28 45
e 43 96 2600
e 2 7 3746
e 64 90 826
e 3 54 3619
e 6 62 9418
e 51 90 3095
e 12 70 5133
e 13 90 2790
e 46 87 1535
e 61 86 7873
e 9 70 918
e 12 29 9367
e 28 81 6573
e 47 53 2848
e 4 34 6773
e 67 100 7986
e 26 54 2235
e 15 32 9370
e 52 68 6539
e 32 95 8273
e 50 56 4316
e 58 69 72
e 33 91 1990
e 42 97 7781
e 29 52 891
e 7 48 7079
e 55 72 7584
e 19 92 7042
e 61 77 1749
e 56 70 7162
e 92 93 6849
e 6 37 9218
e 49 58 3395
e 14 40 309
e 46 48 4090
e 34 47 1393
e 23 94 7367
e 47 94 7110
e 21 50 1223
e 32 74 3404
e 5 64 1931
e 8 71 8728
e 67 70 9404
e 24 29 3609
e 10 18 1177
e 5 63 3051
e 2 68 1420
e 6 53 3314
e 5 60 9914
e 68 76 9469
e 6 60 2110
e 12 39 3784
e 20 61 9628
e 41 63 2214
e 51 99 3144
e 29 84 8569
e 48 55 46
e 56 91 8876
e 54 71 8139
e 15 99 5609
e 11 53 4295
e 69 76 3509
e 44 95 970
e 80 98 4685
e 10 89 5545
e 35 39 9620
e 24 61 4554
e 23 50 3491
e 1 48 1578
e 30 59 5260
e 3 79 2508
e 63 89 2606
e 22 33 226
e 39 53 8555
e 53 65 9603
e 13 81 1981
e 30 97 931
e 36 42 1883
e 22 95 626
e 49 68 807
e 25 50 6556
e 13 66 1451
e 66 98 9092
e 3 78 9683
e 56 67 8484
e 32 84 2003
e 6 73 7244
e 43 45 5731
e 20 69 9915
e 12 61 8732
e 17 51 342
e 1 8 3615
e 17 55 9398
e 27 73 8473
e 39 92 8336
e 35 59 7151
e 62 71 5423
e 37 58 5002
e 23 38 3380
e 15 25 7286
e 29 62 1693
e 45 68 3008
e 15 71 3782
e 51 61 2842
e 30 66 637
e 27 65 5964
e 22 72 2929
e 71 75 8087
e 3 8 3667
e 12 77 9537
e 26 90 3834
e 4 57 3578
e 45 54 8760
e 29 61 8334
e 38 89 3871
e 20 94 3543
e 39 74 4327
e 39 55 669
e 23 32 2730
e 77 91 1304
e 74 92 1156
e 20 36 6761
e 59 62 3106
e 14 56 6170
e 82 99 9030
e 11 66 2462
e 31 34 6747
e 45 89 2103
e 8 96 7207
e 55 82 8816
e 59 79 7689
e 46 93 3475
e 7 22 4063
e 52 66 8009
e 49 72 5523
e 8 42 4654
e 46 68 3367
e 8 78 6537
e 20 80 9096
e 31 100 7796
e 22 27 3993
e 52 73 9726
e 35 62 789
e 57 59 4051
e 48 90 7771
e 11 82 1246
e 43 48 2447
e 24 26 598
e 29 68 3066
e 53 63 6383
e 47 65 9559
e 1 16 6797
e 35 44 1730
e 59 72 8995
e 20 29 266
e 33 93 2655
e 37 67 4030
e 43 90 7466
e 9 23 4573
e 41 100 6596
e 31 75 3383
e 14 21 8536
e 80 100 249
e 49 79 9378
e 29 43 7401
e 1 66 370
e 6 68 1306
e 1 40 1270
e 29 92 8569
e 52 70 1479
e 16 73 5487
e 7 34 3055
e 22 66 4911
e 41 47 1426
e 40 93 3102
e 23 86 8723
e 44 62 6243
e 27 96 4718
e 7 30 4948
e 24 34 4902
e 29 66 2234
e 24 95 7156
e 1 59 8195
e 10 28 915
e 39 77 4824
e 17 60 9134
e 25 71 5963
e 48 82 1893
e 25 80 4526
e 27 56 4861
e 43 75 360
e 22 80 599
e 30 34 3786
e 18 88 5217
e 6 33 9579
e 83 100 5346
e 71 93 8819
e 60 67 6671
e 8 93 9676
e 27 88 6038
e 2 36 28
e 76 87 1477
e 44 71 2085
e 85 91 871
e 37 100 7946
e 26 73 2924
e 23 52 3588
e 14 96 4942
e 23 80 5104
e 35 94 2884
e 14 94 8011
e 23 83 5204
e 18 71 216
e 15 64 387
e 58 84 602
e 78 93 1530
e 21 24 1521
e 45 69 5490
e 73 82 5715
e 66 100 2941
e 28 45 5031
e 13 92 3714
e 28 79 9092
e 38 41 5444
e 25 83 7556
e 51 93 1727
e 20 41 4592
e 12 59 1109
e 42 45 73
e 67 81 2299
e 5 96 2023
e 21 82 2164
e 17 77 3835
e 8 31 3198
e 27 82 4556
e 51 66 6375
e 35 80 79
e 1 24 6656
e 88 98 2715
e 85 92 9644
e 78 80 2229
e 45 93 8847
e 75 85 7057
e 34 53 3898
e 17 25 5046
e 11 93 6686
e 37 43 5773
e 80 94 1635
e 75 100 5681
e 33 66 5486
e 28 98 7407
e 20 86 6845
e 23 60 4726
e 69 84 643
e 68 77 5385
e 7 73 2617
e 41 58 6703
e 29 40 6452
e 11 13 9688
e 7 91 9464
e 7 99 9455
e 16 56 5336
e 27 59 8701
e 27 40 6286
e 12 79 2641
e 6 89 9397
e 26 61 2728
e 14 99 9403
e 9 62 7192
e 71 98 7110
e 5 7 8352
e 33 89 1381
e 53 59 4019
e 33 71 6399
e 67 76 8545
e 64 74 6127
e 40 96 7038
e 27 35 9363
e 6 70 1010
e 3 83 6300
e 94 95 2577
e 26 38 5268
e 37 77 5966
e 8 43 3167
e 25 28 9077
e 29 63 738
e 24 41 7695
e 61 96 4187
e 29 54 4502
e 15 92 9080
e 17 45 3998
e 34 77 4738
e 5 45 8456
e 6 71 8441
e 34 73 2156
e 17 89 6257
e 12 91 4743
e 30 74 6738
e 71 95 1811
e 54 63 5962
e 46 50 5628
e 14 24 865
e 28 49 540
e 9 10 9724
e 19 38 8023
e 35 56 1340
e 41 50 4852
e 13 53 7279
e 26 50 6169
e 81 84 1867
e 69 99 961
e 58 95 6342
e 38 55 4439
e 23 49 4741
e 28 72 9783
e 61 70 8061
e 55 84 1849
e 5 39 3546
e 17 73 641
e 36 90 1688
e 63 77 1741
e 50 62 8895
e 21 52 7156
e 32 72 4695
e 39 91 6598
e 59 66 2658
e 34 38 4155
e 78 82 1611
e 12 60 9379
e 33 54 6309
e 48 60 1233
e 3 61 9558
e 73 88 5841
e 2 90 9246
e 26 47 1440
e 15 35 9711
e 27 52 8056
e 20 52 4527
e 27 29 7141
e 1 69 5359
e 33 47 2905
e 18 21 2690
e 2 87 2062
e 34 66 1168
e 9 18 8307
e 19 79 3386
e 30 79 9891
e 21 79 8542
e 7 66 1739
e 33 46 5314
e 51 55 1362
e 24 66 4725
e 1 80 7267
e 9 48 7954
e 12 43 824
e 12 54 4571
e 31 46 2196
e 12 71 6316
e 5 81 3883
e 9 32 2839
e 60 78 6558
e 29 37 7664
e 8 91 8587
e 77 92 5402
e 41 95 6463
e 26 27 3448
e 29 88 4216
e 79 81 2291
e 52 58 8161
e 25 45 3125
e 13 91 272
e 31 62 3867
e 13 41 195
e 15 72 1790
e 18 25 8739
e 53 94 706
e 24 82 3041
e 56 58 8478
e 66 86 4025
e 1 78 8218
e 10 25 175
e 63 85 1889
e 31 81 9427
e 2 33 326
e 60 87 6107
e 3 22 4186
e 64 99 4517
e 53 62 9113
e 25 67 8320
e 70 90 1194
e 41 64 3255
e 16 74 171
e 11 36 7867
e 41 81 5374
e 4 72 5044
e 79 82 5902
e 30 37 4252
e 73 99 654
e 53 100 290
e 38 46 4838
e 11 95 3395
e 18 81 757
e 28 84 8127
e 15 78 6498
e 23 55 5877
e 58 67 1707
e 51 85 5080
e 13 99 638
e 7 20 5981
e 3 21 3705
e 18 45 8140
e 21 59 6711
e 16 50 7974
e 8 51 7046
e 4 70 493
e 81 86 3810
e 33 72 8327
e 31 98 2120
e 53 99 4297
e 25 51 4304
e 29 36 9654
e 8 70 3661
e 35 55 2371
e 15 47 2699
e 33 98 9953
e 56 74 7038
e 34 96 7778
e 18 63 6694
e 34 45 444
e 22 99 9215
e 9 30 2494
e 3 29 2452
e 5 99 2213
e 44 99 6951
e 50 54 704
e 5 49 6573
e 45 73 4469
e 12 94 9105
e 54 77 8990
e 51 69 912
e 70 92 8375
e 3 53 2918
e 25 62 6997
e 55 78 6891
e 26 45 812
e 36 48 5734
e 3 88 2110
e 77 79 9868
e 17 70 9707
e 4 9 7197
e 47 79 459
e 13 23 9674
e 35 92 1397
e 27 66 8128
e 4 8 5042
e 14 35 6260
e 57 63 2915
e 11 14 368
e 40 75 2926
e 20 70 6430
e 9 86 8746
e 27 31 4962
e 18 28 9536
e 45 100 3461
e 13 73 2889
e 13 75 9499
e 16 77 8635
e 34 81 1378
e 55 71 8589
e 14 43 5359
e 14 92 9167
e 60 89 341
e 16 31 6542
e 33 81 8772
e 18 67 5545
e 2 16 7120
e 57 84 8814
e 1 5 7045
e 1 51 1254
e 21 44 2937
e 9 78 7849
e 35 46 4827
e 69 91 3317
e 3 19 4533
e 64 86 5327
e 61 62 5516
e 21 26 6282
e 7 28 4109
e 82 95 971
e 14 32 2411
e 4 59 311
e 47 75 4342
e 16 18 3399
e 27 36 2697
e 13 34 2157
e 48 50 8398
e 54 89 3101
e 66 74 5753
e 31 63 3725
e 31 44 1888
e 43 83 1283
e 25 98 9432
e 5 55 7787
e 13 31 566
e 7 13 1204
e 8 33 3237
e 7 84 480
e 51 62 5291
e 3 99 9440
e 24 50 7484
e 5 88 2631
e 29 97 548
e 58 73 6898
e 7 97 4635
e 50 72 2444
e 53 88 6208
e 45 61 8124
e 15 73 8533
e 38 83 1543
e 19 87 9913
e 62 77 8777
e 12 24 8282
e 26 66 2764
e 48 77 4332
e 21 35 4761
e 33 37 3519
e 6 28 1225
e 29 64 8822
e 34 39 7603
e 90 97 6854
e 32 68 8926
e 51 97 7908
e 23 87 5783
e 34 69 848
e 21 93 6666
e 30 44 6498
e 82 84 53
e 23 92 544
e 28 93 1890
e 39 64 2392
e 4 98 702
e 29 59 7691
e 1 30 6681
e 39 60 7492
e 86 98 4959
e 38 47 7168
e 7 29 8134
e 2 35 2882
e 19 97 8246
e 11 62 8717
e 2 93 6007
e 26 30 5492
e 23 90 905
e 20 76 1690
e 45 90 155
e 61 98 5831
e 73 91 1189
e 15 22 953
e 36 92 6736
e 41 70 5932
e 37 96 3709
e 38 84 997
e 19 26 7272
e 28 80 7602
e 3 58 3051
e 18 60 5671
e 32 96 9140
e 74 80 223
e 34 37 9105
e 31 51 6239
e 8 66 2286
e 36 77 8772
e 58 80 3607
e 19 52 2044
e 72 94 6601
e 37 42 2750
e 55 62 5401
e 55 68 2096
e 38 79 8292
e 5 58 5993
e 33 56 8700
e 49 62 3742
e 7 8 7248
e 16 23 3089
e 24 64 5511
e 9 16 3473
e 10 81 4417
e 23 48 3016
e 42 54 3455
e 72 89 2125
e 29 47 2210
e 7 69 6152
e 6 46 863
e 29 60 7865
e 32 71 277
e 35 75 179
e 12 85 9863
e 57 86 7628
e 12 90 6535
e 38 77 3769
e 28 63 5959
e 5 80 7739
e 9 17 2730
e 35 53 9013
e 28 91 5492
e 3 36 2409
e 56 79 7205
e 32 86 8773
e 21 91 8583
e 29 90 7077
e 36 47 2360
e 55 77 3367
e 88 99 1353
e 31 58 8507
e 26 75 7828
e 56 85 7672
e 21 36 7157
e 46 72 1634
e 9 89 860
e 1 63 2712
e 18 97 7607
e 44 94 9638
e 66 94 8248
e 3 42 900
e 49 96 5865
e 63 87 7950
e 33 90 7158
e 2 15 8638
e 62 89 2509
e 2 74 1212
e 20 74 2717
e 32 46 4842
e 68 88 7333
e 6 83 9245
e 42 74 1872
e 59 67 8493
e 9 71 647
e 29 44 8830
e 21 77 9222
e 46 60 5890
e 37 41 5956
e 40 86 1585
e 12 92 436
e 60 66 8999
e 6 94 8771
e 20 60 472
e 28 41 2487
e 57 100 3511
e 5 22 677
e 31 74 285
e 59 100 8009
e 24 42 2691
e 33 82 1144
e 66 79 1956
e 5 28 3526
e 29 49 4169
e 10 97 9433
e 7 100 5005
e 7 67 855
e 8 16 3689
e 12 96 9093
e 45 63 9739
e 50 74 5811
e 71 74 1329
e 50 63 1478
e 2 14 3905
e 13 44 5420
e 31 45 9443
e 31 72 7997
e 49 64 7552
e 4 74 9473
e 46 88 337
e 58 62 9561
e 11 48 8789
e 20 66 3207
e 4 66 8706
e 49 95 1296
e 69 73 2936
e 84 89 9950
e 35 88 3904
e 72 98 2416
e 32 91 2658
e 76 84 9716
e 54 84 2514
e 11 59 4695
e 1 29 3395
e 36 94 7119
e 7 86 5379
e 22 28 6649
e 81 85 1882
e 57 95 6337
e 32 69 5092
e 54 76 8803
e 8 95 1216
e 52 90 8726
e 16 52 8232
e 67 86 7678
e 16 24 8690
e 49 50 2234
e 56 87 9820
e 1 28 1226
e 15 98 2580
e 9 100 6841
e 58 96 2240
e 67 78 11
e 38 88 866
e 42 85 3878
e 12 44 4001
e 3 26 3916
e 8 24 1103
e 55 70 6577
e 56 84 6642
e 22 78 8996
e 16 51 6193
e 14 67 4028
e 14 76 440
e 90 93 3070
e 76 97 1207
e 6 52 707
e 31 82 4847
e 6 77 6890
e 47 71 237
e 27 50 8753
e 32 58 3402
e 27 64 1565
e 14 91 2137
e 25 33 1115
e 66 89 8797
e 3 87 470
e 35 45 7735
e 54 60 6048
e 6 39 2872
e 59 98 7986
e 42 69 4546
e 57 94 4357
e 17 22 3159
e 13 77 3436
e 29 76 8932
e 10 88 387
e 17 59 7247
e 85 100 1199
e 28 73 649
e 9 28 3957
e 4 68 8827
e 6 43 5805
e 25 81 379
e 48 59 8113
e 64 71 9144
e 56 88 7093
e 3 23 7239
e 43 82 1951
e 5 83 9308
e 11 17 1723
e 15 56 9756
e 10 90 9664
e 12 67 1773
e 13 68 2966
e 39 47 480
e 8 22 2107
e 51 79 989
e 44 90 3541
e 13 58 9680
e 40 44 7381
e 73 80 4451
e 57 64 9032
e 75 92 6789
e 66 97 942
e 61 88 4470
e 16 38 7781
e 64 83 2021
e 85 95 2328
e 4 27 9231
e 9 57 1972
e 24 36 2186
e 44 73 7833
e 15 44 5752
e 6 14 6994
e 16 39 3653
e 62 85 7826
e 17 84 5622
e 31 42 4859
e 12 32 9154
e 35 58 7065
e 18 46 8317
e 14 84 7316
e 35 86 699
e 13 74 3328
e 56 98 6212
e 39 56 8155
e 59 76 5072
e 13 17 7433
e 50 81 3641
e 79 97 5910
e 42 47 2093
e 3 94 1763
e 74 85 2998
e 8 62 9269
e 29 46 4906
e 40 81 4991
e 39 99 2799
e 4 7 9205
e 12 88 7360
e 35 89 2517
e 33 50 8587
e 15 68 7953
e 80 83 3016
e 1 61 5185
e 76 90 4011
e 26 35 3879
e 3 14 6615
e 16 66 9448
e 3 91 9266
e 41 87 7459
e 23 91 6987
e 43 55 3561
e 76 77 7116
e 43 59 6258
e 32 89 3933
e 72 87 5215
e 18 58 8202
e 32 36 6886
e 45 50 9784
e 66 68 5906
e 63 84 1162
e 84 88 261
e 36 44 3900
e 52 84 2671
e 13 72 9961
e 15 94 7991
e 41 46 7359
e 1 36 3651
e 55 99 7109
e 8 37 268
e 52 100 1488
e 31 39 1970
e 43 99 7898
e 10 11 1912
e 37 82 5113
e 12 13 3020
e 5 67 2255
e 22 71 1846
e 44 52 4485
e 10 65 8322
e 63 80 5911
e 73 81 6218
e 63 82 4197
e 37 70 4320
e 14 97 3381
e 44 76 1313
e 28 87 4514
e 44 88 4099
e 62 83 5855
e 45 94 357
e 22 24 8636
e 1 56 4763
e 70 98 6320
e 15 88 8762
e 58 78 927
e 1 31 5320
e 24 86 4652
e 28 38 2764
e 9 63 6971
e 49 69 699
e 87 92 3183
e 45 98 7177
e 7 14 1159
e 66 91 805
e 85 94 6293
e 89 98 877
e 77 78 1808
e 26 98 5400
e 51 54 1871
e 70 80 948
e 16 91 3227
e 14 75 1335
e 46 78 7340
e 71 82 3248
e 27 97 4818
e 23 53 6006
e 23 67 485
e 65 72 2778
e 37 60 6646
e 23 70 647
e 7 52 8544
e 2 91 9223
e 85 93 9918
e 75 86 2517
e 8 68 8734
e 57 98 1635
e 77 95 5746
e 8 55 156
e 36 78 5173
e 40 65 3022
e 29 74 7302
e 39 75 3444
e 17 74 5815
e 23 29 7481
e 81 83 1788
e 41 88 1059
e 38 49 197
e 48 88 1727
e 60 97 3214
e 29 77 2997
e 36 58 2812
e 56 77 9632
e 80 88 9201
e 27 49 9736
e 6 41 9795
e 21 32 6312
e 7 45 2693
e 40 83 8893
e 9 35 1829
e 36 95 7122
e 14 17 3284
e 96 100 9093
e 27 94 9212
e 3 59 8704
e 31 41 9514
e 19 40 8250
e 21 33 6762
e 86 92 6233
e 31 50 7497
e 28 53 7384
e 20 58 1701
e 65 98 8056
e 24 99 9475
e 10 45 2146
e 2 32 1476
e 54 95 8271
e 2 99 183
e 34 85 6527
e 3 37 1734
e 19 100 6873
e 50 96 6434
e 57 92 3259
e 63 74 1871
e 47 76 998
e 2 13 4508
e 59 74 2888
e 41 83 636
e 70 82 7055
e 28 77 1770
e 30 58 9416
e 45 67 3435
e 13 32 9429
e 54 87 5688
e 49 71 3614
e 15 58 8662
e 24 70 2810
e 55 63 3634
e 24 55 5530
e 76 80 5180
e 57 66 5245
e 21 46 9854
e 15 81 2408
e 27 42 7910
e 84 92 6380
e 15 19 4520
e 3 31 7128
e 63 99 3688
e 60 76 420
e 26 60 8026
e 56 78 971
e 82 89 8852
e 22 52 3100
e 55 89 4977
e 35 79 6565
e 54 70 910
e 47 67 6930
e 49 87 7659
e 65 80 271
e 3 63 8408
e 36 79 9598
e 8 40 9508
e 18 43 1896
e 4 43 8926
e 28 56 3505
e 19 44 4217
e 44 100 3496
e 27 67 7646
e 27 85 9175
e 23 62 6595
e 83 90 5970
e 28 30 4134
e 24 91 2749
e 9 77 9952
e 11 54 6863
e 16 87 7102
e 38 97 7786
e 9 76 2048
e 63 64 4744
e 12 57 2738
e 17 47 8702
e 26 41 4536
e 27 58 5548
e 54 74 2073
e 15 59 5961
e 3 32 15
e 23 47 6049
e 74 84 255
e 21 81 4422
e 55 93 9801
e 11 78 8331
e 34 59 3914
e 23 25 4071
e 34 65 5190
e 10 77 3276
e 6 74 5334
e 30 68 8806
e 19 67 4628
e 9 61 5907
e 3 20 99
e 21 89 5442
e 71 83 9739
e 62 67 22
e 8 54 5451
e 33 61 7701
e 22 89 6301
e 50 57 5658
e 6 75 1429
e 6 78 3941
e 31 43 7967
e 52 75 5265
e 20 62 1190
e 43 61 4721
e 5 19 3007
e 34 98 4518
e 11 51 541
e 26 77 3722
e 24 85 5323
e 7 92 484
e 14 58 8186
e 11 29 7549
e 57 69 1749
e 42 53 9399
e 37 64 8547
e 39 54 4263
e 9 44 8021
e 54 98 7931
e 10 27 1090
e 6 42 3801
e 50 80 3732
e 9 36 9765
e 35 42 2069
e 20 57 3389
e 24 71 7146
e 32 57 4584
e 66 99 2864
e 63 79 1865
e 48 97 2366
e 18 42 5816
e 63 76 4836
e 62 90 4472
e 2 94 9253
e 62 98 4327
e 49 82 5871
e 19 70 7830
e 30 93 8177
e 26 28 316
e 14 65 9405
e 9 49 8354
e 57 79 1595
e 7 57 7226
e 7 11 7202
e 64 67 3715
e 6 91 7495
e 33 97 7655
e 3 66 3663
e 56 76 1461
e 14 51 3636
e 2 92 6727
e 68 89 7196
e 42 57 515
e 29 42 4062
e 32 53 7523
e 84 93 8822
e 33 85 4234
e 32 65 7666
e 20 32 476
e 16 29 6141
e 57 83 1498
e 31 79 3295
e 62 86 9525
e 15 97 2113
e 31 38 4894
e 30 52 1299
e 76 93 4127
e 43 44 8089
e 12 27 9814
e 81 97 800
e 18 90 5554
e 45 79 3796
e 8 23 2448
e 21 94 8975
e 63 98 6903
e 41 82 956
e 38 50 2581
e 39 84 8229
e 5 89 7437
e 55 100 3229
e 71 86 7740
e 24 30 5467
e 5 68 6170
e 50 90 570
e 36 74 6457
e 44 66 4705
e 14 88 9781
e 36 89 1971
e 39 73 6459
e 38 91 5076
e 18 44 5740
e 50 78 7241
e 17 91 765
e 56 72 1727
e 55 74 30
e 12 22 3244
e 8 92 7719
e 19 24 6357
e 14 60 1730
e 30 54 2935
e 39 82 9185
e 22 45 3077
e 23 95 3273
e 69 90 74
e 1 57 312
e 11 49 5016
e 17 30 3862
e 7 98 6996
e 62 93 1215
e 14 62 38
e 37 40 5441
e 22 36 3466
e 8 32 8861
e 29 51 3183
e 6 84 7005
e 15 31 8373
e 3 98 2359
e 7 41 7771
e 35 64 2930
e 72 80 486
e 44 83 4721
e 67 94 3323
e 1 79 5731
e 24 47 6282
e 16 78 521
e 53 72 3122
e 31 80 8486
e 2 20 2551
e 59 90 226
e 17 54 9733
e 54 80 8891
e 71 99 4929
e 38 72 5360
