c random 50 vertices, 612 edges, seed = 2
g 50 612
e 22 24 4248
e 37 40 861
e 3 43 9078
e 24 32 8335
e 4 49 2188
e 1 17 5802
e 33 41 8365
e 25 29 5684
e 4 47 4519
e 14 25 6091
e 22 43 3417
e 13 15 8618
e 21 50 9583
e 12 50 7127
e 7 49 6728
e 8 37 1924
e 16 41 5124
e 19 25 5223
e 15 21 1274
e 28 48 5205
e 5 14 6992
e 23 38 2720
e 8 12 5928
e 24 47 3932
e 19 43 6825
e 13 38 1251
e 2 47 3912
e 17 38 3808
e 38 45 3268
e 34 48 3378
e 5 37 7779
e 40 48 179
e 17 42 4236
e 24 44 5028
e 21 34 1011
e 13 44 3631
e 5 15 285
e 31 39 4908
e 27 43 9498
e 16 21 3759
e 21 24 6931
e 36 43 9254
e 15 40 8768
e 15 38 2202
e 38 41 4980
e 22 48 8072
e 7 19 6604
e 10 20 6008
e 14 48 9645
e 20 33 1164
e 7 35 6616
e 4 12 6297
e 35 39 8716
e 3 28 8317
e 10 31 7546
e 30 35 697
e 30 31 848
e 4 17 6376
e 21 38 1672
e 2 4 419
e 17 22 731
e 30 36 8641
e 2 38 4803
e 9 48 6859
e 20 28 2756
e 21 49 2154
e 9 31 1881
e 9 29 6133
e 37 45 8517
e 9 50 420
e 4 25 6460
e 5 19 4875
e 8 50 9153
e 11 35 2923
e 21 35 9283
e 25 43 3511
e 5 29 8595
e 16 28 7008
e 4 44 9913
e 27 37 8689
e 32 40 9636
e 17 20 199
e 18 24 9161
e 43 50 2455
e 25 26 1778
e 6 10 1849
e 25 50 6760
e 11 39 7273
e 6 7 3990
e 32 49 6198
e 4 24 2794
e 4 11 9852
e 26 28 1228
e 2 15 9158
e 22 32 3150
e 3 45 2069
e 12 47 4118
e 23 40 6298
e 33 35 2327
e 14 32 972
e 23 41 4682
e 45 48 8062
e 43 44 2825
e 12 31 4751
e 16 22 1417
e 36 46 9640
e 17 26 8803
e 27 44 3612
e 18 33 5178
e 4 31 6743
e 28 34 2980
e 23 35 4190
e 11 14 3954
e 3 35 2793
e 30 40 5435
e 14 44 5398
e 4 35 7026
e 32 50 8867
e 14 24 3270
e 2 14 2066
e 3 42 1613
e 13 22 4410
e 7 45 1836
e 19 37 8270
e 24 40 385
e 8 13 6551
e 42 47 1262
e 11 43 82
e 2 49 7016
e 33 43 4170
e 28 44 5516
e 17 31 5868
e 2 31 1570
e 6 29 4399
e 21 30 4281
e 22 45 1232
e 2 40 3606
e 1 48 8547
e 1 8 9342
e 24 35 8048
e 28 50 8635
e 13 21 1320
e 49 50 3414
e 16 19 4263
e 16 46 5959
e 33 37 171
e 7 24 5118
e 11 26 5227
e 11 19 9240
e 17 19 8269
e 37 49 2848
e 4 20 3276
e 28 29 9669
e 9 41 8574
e 36 50 6136
e 4 32 4212
e 7 40 4924
e 2 44 9372
e 28 46 6549
e 22 30 8396
e 7 38 9718
e 23 42 3446
e 15 36 6043
e 14 31 928
e 28 36 6948
e 12 33 1192
e 22 33 7730
e 16 24 3170
e 6 47 6803
e 10 50 747
e 25 32 9649
e 6 27 7461
e 29 47 9427
e 3 11 8227
e 31 43 2207
e 35 36 8173
e 21 40 2477
e 4 10 8048
e 29 34 4425
e 35 42 5071
e 24 42 8313
e 2 25 1062
e 41 48 9497
e 8 40 17
e 27 41 2799
e 12 17 7874
e 28 47 3584
e 1 49 8237
e 24 37 8317
e 3 46 5994
e 6 34 9801
e 4 13 3945
e 22 41 8680
e 12 14 833
e 33 47 4290
e 9 38 8731
e 32 44 4975
e 26 46 2676
e 43 48 6721
e 2 7 2314
e 20 39 6015
e 41 46 118
e 16 27 449
e 31 33 3637
e 30 32 9003
e 15 23 3442
e 14 35 1808
e 20 23 8197
e 29 42 6721
e 31 45 7648
e 8 46 8546
e 7 25 9079
e 27 30 5952
e 4 6 7658
e 22 50 7252
e 18 48 472
e 6 43 3328
e 6 28 419
e 28 32 124
e 37 42 5715
e 38 46 7125
e 31 37 4775
e 10 21 9728
e 23 33 7553
e 11 16 3459
e 28 43 2512
e 5 48 178
e 27 39 7058
e 17 24 7351
e 26 42 847
e 9 32 4080
e 11 25 2287
e 38 47 7021
e 25 42 9987
e 46 49 252
e 3 16 614
e 19 40 6463
e 10 25 3570
e 36 37 133
e 17 50 5014
e 38 43 5934
e 7 44 7695
e 3 50 100
e 31 36 5602
e 41 50 5422
e 15 17 3238
e 10 11 5308
e 18 45 3371
e 19 34 7026
e 14 37 8303
e 15 34 4758
e 5 26 8348
e 3 33 3433
e 1 36 1549
e 3 12 2310
e 42 46 3842
e 28 30 141
e 9 15 2332
e 5 8 9515
e 16 42 4937
e 10 36 4169
e 10 14 8263
e 10 22 9569
e 4 5 5549
e 21 44 8450
e 16 39 3806
e 13 37 5593
e 10 26 3494
e 1 12 1177
e 17 25 2966
e 12 22 9206
e 33 44 2906
e 1 14 72
e 39 49 9078
e 18 32 2182
e 4 28 7952
e 18 40 693
e 6 13 4468
e 9 21 4990
e 6 32 2409
e 8 38 9244
e 7 47 4255
e 7 32 2319
e 15 25 9470
e 18 37 7603
e 1 35 9161
e 31 35 5111
e 15 50 3991
e 7 23 970
e 18 31 6864
e 7 17 2871
e 31 38 6622
e 9 10 8237
e 3 20 3459
e 19 41 7022
e 1 30 8764
e 3 21 3090
e 12 37 2234
e 7 21 1749
e 5 13 8297
e 39 50 3841
e 34 36 5774
e 19 47 8195
e 43 46 9072
e 12 26 9828
e 26 40 1474
e 6 35 7233
e 1 25 6123
e 11 34 354
e 13 36 8418
e 5 33 2008
e 16 36 7062
e 14 28 6022
e 24 46 4458
e 7 30 4825
e 20 45 4380
e 3 40 2933
e 15 26 2073
e 18 28 2571
e 12 39 660
e 32 39 7824
e 19 44 224
e 35 46 7268
e 34 42 7734
e 6 11 6034
e 8 18 7009
e 46 47 2490
e 1 19 60
e 13 23 7074
e 18 39 2108
e 21 36 2570
e 28 35 9638
e 1 45 6746
e 35 47 9305
e 9 16 5970
e 12 19 9420
e 2 11 6660
e 1 16 7896
e 21 29 318
e 5 11 6477
e 14 38 3392
e 10 30 7416
e 13 39 2
e 2 23 2674
e 18 22 6865
e 33 34 351
