c random 500 vertices, 5000 edges, seed = 0
g 500 5000
e 60 494 7691
e 132 183 5964
e 116 157 8485
e 413 439 3257
e 327 434 7068
e 218 409 8229
e 293 455 5008
e 69 371 2046
e 14 484 3295
e 66 254 6459
e 186 212 5216
e 29 209 3584
e 139 451 5180
e 77 102 989
e 376 459 86
e 238 388 9252
e 104 476 1780
e 174 237 3452
e 47 194 8163
e 147 481 1879
e 77 105 1229
e 157 240 1935
e 285 411 2803
e 202 348 2368
e 65 318 8484
e 94 261 8591
e 89 347 56
e 222 265 8869
e 114 254 4380
e 280 291 198
e 51 190 9412
e 137 473 1847
e 44 139 8107
e 79 408 2205
e 67 183 6430
e 53 399 7115
e 16 376 8802
e 52 328 3470
e 327 368 7242
e 223 471 9425
e 12 248 9693
e 185 356 7573
e 237 438 157
e 82 344 219
e 165 249 6113
e 61 418 3044
e 130 230 5293
e 141 214 454
e 169 217 6118
e 124 287 627
e 193 221 5402
e 155 424 8995
e 7 101 4309
e 139 186 1881
e 433 493 9809
e 233 452 5627
e 195 367 1405
e 50 267 654
e 139 278 8920
e 20 301 2615
e 330 365 9745
e 289 360 7952
e 148 314 8687
e 304 395 6217
e 190 335 4728
e 100 152 2357
e 66 414 4832
e 101 408 1150
e 82 375 915
e 139 500 797
e 276 400 9521
e 344 348 6458
e 161 340 8175
e 21 255 5972
e 187 188 7189
e 199 411 6120
e 19 426 1110
e 15 161 9489
e 208 426 5524
e 362 378 7718
e 88 425 8577
e 73 336 7186
e 78 160 1380
e 257 294 7198
e 84 419 6115
e 86 440 8541
e 426 493 6522
e 300 431 7458
e 130 229 74
e 106 447 7729
e 62 270 5364
e 294 340 8292
e 48 69 5618
e 104 355 1665
e 12 411 32
e 380 498 4553
e 76 122 6733
e 3 78 4152
e 202 447 6291
e 144 301 3978
e 59 152 2862
e 170 215 6882
e 106 210 6135
e 11 80 547
e 97 444 2198
e 80 100 5990
e 130 484 397
e 106 216 8763
e 16 338 2026
e 181 228 635
e 209 221 6484
e 60 250 2134
e 330 466 2806
e 319 380 5858
e 142 361 499
e 128 418 6797
e 76 347 9769
e 260 269 8540
e 152 204 1247
e 102 464 2002
e 262 453 4128
e 202 329 9001
e 23 389 3003
e 150 497 9283
e 142 216 9327
e 388 419 9992
e 21 406 266
e 226 315 4271
e 82 377 1131
e 24 418 7387
e 119 394 3282
e 263 466 8880
e 261 422 9105
e 50 397 6918
e 137 297 6205
e 207 272 7154
e 393 404 4116
e 35 308 7808
e 164 278 1759
e 104 292 7811
e 90 189 5117
e 177 187 2393
e 35 261 6629
e 28 307 8336
e 313 334 8066
e 480 481 6155
e 279 495 5961
e 328 395 9855
e 244 469 9131
e 169 374 3930
e 177 465 9053
e 11 215 8734
e 141 328 6119
e 309 352 3621
e 209 252 3727
e 96 190 9195
e 26 327 1421
e 195 484 7122
e 337 441 2785
e 306 322 2615
e 358 453 9961
e 99 457 8722
e 148 230 4980
e 139 237 614
e 49 147 1551
e 175 399 9352
e 263 419 4197
e 155 294 7088
e 223 284 1356
e 292 434 1129
e 244 252 3723
e 28 401 922
e 186 473 3987
e 11 146 1031
e 298 399 9307
e 71 384 7922
e 38 177 9127
e 149 364 8153
e 165 448 7792
e 178 489 3635
e 138 139 8890
e 81 116 9633
e 54 107 2515
e 16 134 205
e 304 488 3888
e 135 173 3069
e 113 231 8534
e 58 137 3655
e 171 386 8629
e 12 444 1283
e 3 396 1190
e 16 249 3000
e 241 386 4927
e 23 123 8159
e 62 407 924
e 348 489 3304
e 116 252 2076
e 281 424 3776
e 393 420 3035
e 90 445 8768
e 329 370 9644
e 74 406 3151
e 184 490 7058
e 111 281 7692
e 310 344 7525
e 221 381 8281
e 185 389 6642
e 230 267 8229
e 12 115 9504
e 257 350 409
e 150 263 7569
e 109 342 4188
e 125 399 7379
e 257 312 1606
e 131 253 4258
e 231 320 6300
e 11 20 4557
e 92 233 8552
e 340 478 7069
e 84 104 593
e 30 156 4246
e 129 372 7000
e 386 424 1898
e 106 123 2593
e 14 98 1050
e 229 499 8528
e 281 313 4146
e 256 390 7089
e 319 464 1922
e 68 493 3242
e 165 435 9511
e 358 494 6801
e 55 88 8780
e 73 210 3073
e 181 315 4602
e 71 117 876
e 35 275 220
e 210 374 5539
e 82 472 1284
e 148 482 9142
e 92 454 18
e 122 442 8972
e 135 439 8418
e 242 466 8739
e 429 484 7456
e 325 488 275
e 6 417 1426
e 245 336 9217
e 169 415 6954
e 230 271 4602
e 269 436 7307
e 148 425 2342
e 214 476 5982
e 336 381 5816
e 296 460 8186
e 198 296 4535
e 93 462 9287
e 127 216 7996
e 9 357 3244
e 8 113 4296
e 115 344 2068
e 379 385 1376
e 41 375 4600
e 95 313 4192
e 301 399 647
e 140 189 4051
e 8 52 3474
e 12 242 5986
e 198 468 9563
e 250 445 7879
e 166 447 6137
e 78 132 1601
e 141 483 4292
e 433 490 9381
e 45 181 3842
e 43 74 387
e 349 452 2569
e 294 322 9235
e 228 430 4785
e 450 464 6404
e 37 62 2178
e 132 381 3627
e 8 443 5805
e 137 273 3168
e 27 306 9675
e 360 389 4659
e 129 487 1924
e 13 109 5490
e 12 170 341
e 23 353 2413
e 354 472 7260
e 224 372 2476
e 143 192 9073
e 213 395 6930
e 172 482 2561
e 227 407 5851
e 85 480 9683
e 204 480 3260
e 34 424 8865
e 125 242 3104
e 349 420 8248
e 155 234 627
e 379 402 6186
e 328 342 8141
e 21 251 7846
e 59 306 4649
e 22 321 9453
e 235 244 6816
e 34 332 9220
e 54 457 9454
e 66 70 1381
e 118 362 3238
e 389 431 4997
e 137 421 3044
e 19 412 4226
e 174 195 8202
e 148 244 6734
e 415 448 4211
e 161 317 6781
e 30 233 7144
e 346 468 1231
e 192 194 8820
e 4 317 5486
e 182 251 1683
e 78 278 436
e 64 253 6634
e 74 497 6106
e 6 181 5172
e 385 441 4961
e 25 130 4121
e 249 284 5230
e 270 465 7648
e 45 388 6654
e 86 160 2480
e 337 385 1451
e 66 419 9102
e 145 157 5685
e 281 335 561
e 228 344 2677
e 319 325 6029
e 410 489 6422
e 99 308 3815
e 79 178 5448
e 389 446 7545
e 133 159 9939
e 440 456 2734
e 378 431 4128
e 257 476 1014
e 203 440 6877
e 326 368 9183
e 331 366 1628
e 236 492 4647
e 120 391 862
e 49 202 193
e 13 105 2381
e 88 252 6005
e 257 487 2784
e 109 389 1744
e 68 475 4104
e 222 263 1210
e 12 127 1350
e 249 446 854
e 196 358 4094
e 191 450 1755
e 104 288 7766
e 55 204 3124
e 160 454 6514
e 202 302 9448
e 65 268 6392
e 187 351 6066
e 23 111 7263
e 80 107 1817
e 237 418 7982
e 344 434 2111
e 173 232 9243
e 100 361 1912
e 189 210 4873
e 8 342 6188
e 159 489 2602
e 54 269 864
e 135 452 4706
e 301 310 2966
e 274 427 4961
e 295 344 8782
e 66 69 8421
e 29 327 4978
e 307 495 7219
e 98 497 8327
e 163 316 4322
e 10 135 7774
e 54 236 11
e 14 362 745
e 152 318 1995
e 108 257 2131
e 174 394 2534
e 1 461 6638
e 132 212 7525
e 13 194 8606
e 90 201 1440
e 134 253 1237
e 337 367 4003
e 435 449 1820
e 438 447 9414
e 325 392 5932
e 4 307 4635
e 228 470 6519
e 372 431 2986
e 46 262 8392
e 285 333 9073
e 104 319 1853
e 20 277 3110
e 131 273 2903
e 185 494 1621
e 316 492 3039
e 278 478 1590
e 274 354 7923
e 334 495 9145
e 126 380 211
e 264 331 8095
e 121 171 7807
e 266 436 4882
e 211 458 8247
e 19 203 1352
e 136 424 5499
e 4 458 2702
e 270 320 1687
e 11 96 609
e 58 87 43
e 90 465 6555
e 13 82 7301
e 303 491 1375
e 46 458 9173
e 17 478 9569
e 43 496 1207
e 308 329 8245
e 120 279 288
e 154 266 789
e 110 185 1322
e 34 225 1528
e 147 385 5176
e 432 448 5434
e 273 324 2508
e 5 171 7086
e 472 476 6321
e 68 98 9301
e 18 221 845
e 116 431 703
e 140 267 9982
e 299 384 8301
e 19 402 6683
e 355 375 1627
e 14 134 6104
e 245 481 4738
e 47 495 123
e 197 316 2664
e 187 221 8449
e 273 306 9151
e 97 435 186
e 206 268 9762
e 183 405 8305
e 33 472 6666
e 119 410 1519
e 228 239 9843
e 321 342 5674
e 124 172 5440
e 428 437 5101
e 229 359 3699
e 176 350 3520
e 131 304 5016
e 115 176 428
e 231 340 2456
e 197 354 262
e 66 385 4840
e 454 488 932
e 20 204 9931
e 132 322 4966
e 437 475 2379
e 39 128 7993
e 152 160 4930
e 40 192 5081
e 378 414 7209
e 398 452 9608
e 248 288 1756
e 179 401 3141
e 196 366 8960
e 83 87 407
e 241 442 2689
e 8 479 4060
e 254 375 6059
e 20 127 4644
e 91 94 3639
e 116 211 126
e 63 417 3905
e 171 453 9851
e 295 400 6909
e 84 299 3247
e 45 251 546
e 123 217 3514
e 49 347 7379
e 242 405 4800
e 319 384 3526
e 297 298 7596
e 246 293 9001
e 74 415 8041
e 13 339 9156
e 297 357 1648
e 283 493 1469
e 251 384 4517
e 52 456 3534
e 332 350 1359
e 79 277 3539
e 159 415 4941
e 43 255 6252
e 280 322 90
e 136 394 1434
e 322 455 3532
e 28 356 307
e 95 319 7706
e 222 416 1363
e 108 401 3062
e 52 360 9398
e 219 476 9449
e 30 170 8589
e 54 133 531
e 168 444 9769
e 452 479 9021
e 21 105 247
e 187 377 7785
e 74 465 1471
e 173 272 4113
e 99 222 7642
e 75 141 8179
e 82 351 5875
e 64 138 1760
e 279 448 7501
e 90 287 821
e 194 328 5895
e 42 412 99
e 108 345 6143
e 89 372 9406
e 211 453 2131
e 164 242 4230
e 24 324 646
e 108 357 4811
e 63 388 2256
e 390 451 101
e 33 54 3453
e 161 424 9496
e 10 303 3508
e 55 277 8517
e 58 479 2138
e 419 499 3198
e 380 403 4622
e 287 482 7703
e 278 329 6214
e 320 427 2681
e 322 390 2666
e 48 49 8436
e 112 290 4009
e 338 402 1148
e 177 426 4311
e 202 345 1092
e 211 423 8512
e 353 474 8375
e 62 414 5665
e 262 500 8324
e 123 133 9473
e 28 263 3372
e 97 134 8500
e 284 424 3817
e 90 443 8591
e 133 193 7144
e 240 371 1189
e 67 469 8725
e 124 484 9722
e 129 426 1422
e 166 300 1781
e 184 337 5264
e 376 396 4268
e 119 499 6949
e 306 483 4141
e 182 407 8142
e 2 478 4766
e 265 415 7474
e 160 165 4493
e 9 101 2876
e 360 484 9517
e 75 237 3569
e 150 472 6770
e 295 300 2244
e 382 464 6943
e 189 291 2789
e 99 254 3903
e 124 370 5241
e 210 251 977
e 289 318 7478
e 119 430 9391
e 211 348 9081
e 261 475 7126
e 108 316 5588
e 326 347 9918
e 195 475 796
e 181 337 792
e 57 258 722
e 74 223 2701
e 10 474 5380
e 195 206 2363
e 34 391 2139
e 138 373 872
e 277 388 587
e 239 282 7919
e 190 448 3094
e 345 453 2727
e 162 183 9549
e 324 486 8200
e 136 500 6783
e 91 358 2383
e 278 348 5031
e 14 211 1898
e 209 216 6064
e 72 486 3181
e 1 138 2749
e 191 212 3175
e 298 484 5182
e 227 303 8267
e 167 395 3385
e 137 463 9128
e 103 267 4134
e 456 460 5443
e 145 409 7791
e 137 318 8276
e 146 280 1357
e 12 56 8067
e 81 335 2602
e 162 475 7903
e 307 338 1239
e 45 220 8739
e 330 405 31
e 144 381 5703
e 20 226 4651
e 200 327 104
e 194 378 2193
e 181 264 6958
e 206 227 8536
e 50 107 5346
e 281 383 6957
e 59 232 1391
e 99 193 1684
e 23 173 9652
e 2 232 4709
e 307 471 7838
e 408 412 3648
e 208 238 3707
e 154 439 8824
e 134 464 3399
e 65 363 9272
e 205 377 1100
e 67 368 5269
e 87 287 7276
e 25 271 8785
e 201 346 7818
e 284 341 357
e 203 414 4792
e 44 450 2769
e 50 55 4591
e 96 248 5517
e 102 170 5885
e 213 333 9258
e 47 106 6911
e 225 318 7037
e 136 255 1585
e 229 448 1903
e 275 366 1948
e 109 318 5386
e 108 143 6599
e 60 442 6648
e 264 311 7259
e 50 122 289
e 205 218 8295
e 17 390 7047
e 73 120 601
e 70 469 3574
e 4 108 658
e 23 228 3676
e 14 459 1592
e 162 295 5141
e 152 349 9306
e 108 218 8214
e 216 470 7953
e 28 76 7604
e 159 212 4965
e 104 249 8039
e 256 344 269
e 160 195 3835
e 172 256 5243
e 197 219 9876
e 23 408 8995
e 43 307 7968
e 318 393 3797
e 258 485 4608
e 5 429 7609
e 156 439 6997
e 148 376 78
e 56 490 8330
e 109 163 7121
e 175 460 5891
e 186 369 8443
e 405 439 2176
e 334 476 5651
e 64 97 6628
e 57 272 3676
e 222 326 3910
e 192 345 2703
e 19 239 8849
e 129 197 5707
e 218 486 7913
e 221 467 5182
e 105 171 8739
e 405 485 437
e 88 249 9773
e 114 475 341
e 208 304 7018
e 33 372 9883
e 107 383 9942
e 325 477 881
e 301 412 2965
e 249 403 2769
e 45 349 9663
e 9 304 3194
e 258 410 2681
e 121 274 6019
e 173 254 9948
e 24 368 4864
e 87 421 2946
e 54 391 8580
e 15 473 6370
e 393 468 9681
e 83 262 7707
e 82 261 2440
e 165 451 9072
e 62 303 1351
e 56 160 8086
e 211 497 7358
e 72 469 4506
e 398 484 8817
e 131 172 2316
e 480 488 8082
e 72 412 722
e 16 180 3959
e 34 466 9564
e 101 177 1174
e 319 455 343
e 311 409 6000
e 21 482 2388
e 55 479 7708
e 58 132 8881
e 331 439 7254
e 59 201 6058
e 246 283 8349
e 80 156 2270
e 134 430 1405
e 430 436 392
e 170 470 177
e 98 169 2484
e 232 467 381
e 3 198 3896
e 61 83 6751
e 155 447 117
e 363 389 92
e 143 205 8694
e 264 438 6191
e 282 448 8269
e 143 362 688
e 159 465 4922
e 229 249 9623
e 23 38 8094
e 254 307 5883
e 149 458 5896
e 173 293 5095
e 265 383 9863
e 88 324 3354
e 293 346 591
e 6 270 2987
e 19 242 5394
e 130 291 2061
e 139 142 8218
e 12 494 3019
e 44 499 5565
e 95 272 3866
e 80 332 2896
e 36 41 9649
e 85 103 5017
e 134 433 5155
e 70 268 1578
e 292 400 3371
e 247 297 4837
e 276 446 3669
e 9 24 2870
e 216 428 3734
e 51 245 8139
e 94 223 4301
e 449 478 6653
e 243 297 6882
e 369 403 7915
e 148 393 8783
e 340 352 7263
e 299 324 717
e 177 191 158
e 55 427 2141
e 145 378 7684
e 127 349 5087
e 389 427 7944
e 119 444 3881
e 391 474 7532
e 11 22 6072
e 118 206 3358
e 369 497 7285
e 54 294 1035
e 285 406 6257
e 40 457 9016
e 4 7 432
e 15 241 8560
e 283 336 8348
e 66 455 3179
e 308 346 2389
e 83 138 4780
e 48 327 5036
e 72 388 9559
e 127 352 9636
e 239 298 7769
e 287 457 2459
e 269 363 1111
e 239 403 26
e 16 266 842
e 162 453 7800
e 51 417 7409
e 213 263 6674
e 132 468 6534
e 139 319 6198
e 127 208 5809
e 215 338 5878
e 310 424 2300
e 366 436 3161
e 332 425 4795
e 3 199 8545
e 399 463 2192
e 399 487 7517
e 287 343 7315
e 106 324 2285
e 51 306 554
e 59 447 7254
e 304 415 2609
e 2 343 6096
e 126 296 435
e 276 367 9329
e 320 412 8900
e 6 426 1590
e 19 189 8393
e 42 92 9029
e 97 405 2527
e 63 294 4656
e 78 208 3662
e 175 453 70
e 61 144 277
e 97 156 4139
e 154 219 9043
e 51 118 8125
e 142 160 3441
e 415 477 6413
e 7 59 5066
e 168 484 588
e 4 231 1362
e 89 315 2855
e 9 175 9396
e 289 446 9467
e 74 225 7135
e 42 68 583
e 217 392 8607
e 119 130 4930
e 197 392 7915
e 226 479 2925
e 27 426 9260
e 323 446 8440
e 138 438 7073
e 22 204 7008
e 278 367 327
e 215 347 3264
e 316 403 3013
e 162 463 9660
e 86 489 9397
e 265 327 1006
e 2 286 1150
e 210 437 9821
e 170 389 2828
e 2 57 4422
e 114 388 6042
e 183 499 1968
e 392 400 5622
e 17 44 2809
e 136 227 6810
e 103 283 9250
e 54 419 3407
e 104 377 6792
e 128 347 379
e 61 155 4843
e 160 470 7944
e 171 220 6079
e 308 393 7566
e 204 473 2501
e 180 236 3628
e 112 493 6972
e 21 203 3611
e 454 460 933
e 89 93 4319
e 48 342 6239
e 34 428 9255
e 118 134 2976
e 322 400 5240
e 141 386 530
e 337 402 1960
e 99 128 3589
e 445 487 5993
e 353 358 9466
e 276 499 1298
e 5 139 9463
e 51 409 9493
e 22 159 1802
e 59 388 5917
e 305 385 9695
e 105 452 7050
e 285 384 1823
e 174 363 3480
e 315 393 5081
e 384 497 6748
e 14 428 7219
e 444 487 6119
e 3 484 6743
e 72 387 5883
e 353 477 7779
e 211 367 304
e 222 497 308
e 172 363 6330
e 260 300 3811
e 30 306 916
e 74 428 7566
e 88 147 2126
e 186 391 1179
e 375 459 5374
e 4 348 564
e 73 475 1641
e 172 362 3687
e 385 437 1771
e 338 489 8224
e 75 314 1694
e 105 357 6464
e 33 440 5837
e 82 222 2601
e 223 411 586
e 212 333 9633
e 44 402 2137
e 277 427 3968
e 157 204 9398
e 196 334 3354
e 61 402 8411
e 24 330 2404
e 344 441 5000
e 171 178 4172
e 168 308 5135
e 220 378 3172
e 214 443 9980
e 101 257 4978
e 17 442 1980
e 28 31 6151
e 50 108 5855
e 19 339 3396
e 170 213 7983
e 313 367 7402
e 112 157 5410
e 166 467 7820
e 126 429 8686
e 314 430 6613
e 212 459 8683
e 92 246 979
e 28 413 5950
e 154 170 3067
e 426 462 1553
e 278 453 9962
e 405 468 8343
e 118 410 9999
e 98 453 6249
e 161 215 1888
e 212 312 2675
e 247 293 687
e 230 489 8490
e 145 297 5238
e 272 345 4242
e 6 285 3330
e 9 110 2097
e 239 353 9358
e 221 472 9967
e 128 278 2649
e 31 80 2506
e 107 165 4846
e 258 407 6526
e 372 469 8567
e 122 474 5988
e 150 221 4655
e 408 449 2195
e 179 271 3071
e 55 201 8390
e 78 212 1133
e 228 452 4498
e 75 297 6041
e 317 330 319
e 80 387 4597
e 116 152 5479
e 17 75 8206
e 206 256 5546
e 13 469 912
e 228 429 7951
e 329 459 9435
e 106 155 9738
e 284 452 1622
e 132 389 9411
e 205 267 9527
e 241 380 9374
e 115 377 6418
e 375 461 5952
e 51 105 2216
e 55 112 5974
e 199 307 7556
e 119 239 1813
e 120 164 8660
e 467 475 8386
e 433 487 9337
e 90 480 4906
e 190 438 4591
e 198 286 4693
e 185 397 3980
e 37 482 1725
e 106 177 1206
e 146 266 9875
e 332 453 1441
e 148 442 6539
e 62 145 5223
e 91 176 6822
e 5 250 4406
